대화셋일련번호,고객질문(요청),상담사질문(요청),고객답변,상담사답변,정상여부
A33031,,,,"네,가능합니다.",0
A33031,,,500만원 입금하려고합니다.,,0
A33031,,받으실분의 계좌번호와 성함알려주시겠습니까?,,,0
A33031,,,"계좌번호 OOO-OOOOOOO,이름은 OOO입니다.",,0
A33031,,,,수수료가 10만원 발생됩니다.,0
A33031,,진행해 드릴까요?,,,0
A33031,수수료가 많은거 같은데 좀 더 저렴하게는 안될까요?,,,,0
A33031,,,,해외송금이라 더 저렴한 수수료는 없을거같습니다.,0
A33031,,,"네,그럼 그렇게 진행해주세요",,0
A33031,,출금하실 은행과 계좌번호 알려주시겠습니까?,,,0
A33031,,,"OO은행, OOOO-OOOOOO입니다.",,0
A33031,,출금하실 계좌번호가 OOOO-OOOOOO맞으신가요?,,,0
A33031,,,"네,맞습니다.",,0
A33031,,,,계좌 비밀번호 알려주세요.,0
A33031,,,0000입니다.,,0
A33031,,,,고객님의 계좌에서 500만원이 OOOO-OOOOOO계좌로 송금됩니다.,0
A33031,,동의하시겠습니까?,,,0
A33031,,,"네,동의합니다.",,0
A33031,,,,송금완료 되었습니다.,0
A33031,,,감사합니다.,,0
A33032,대출을 받고싶은데 얼마까지 가능할까요?,,,,0
A33032,,담보대출과 신용대출 중 어떤대출을 받으시길 원하십니까?,,,0
A33032,,,담보대출이요.,,0
A33032,아파트로 대출이 얼마까지 될까요?,,,,0
A33032,,,,아파트 담보로 70% 받으실 수 있습니다.,0
A33032,아파트 시세에 70%가 된다는거죠?,,,,0
A33032,,,,아니요. 공시가의 70%까지 가능하단 얘기입니다.,0
A33032,공시가요? 그게 뭔가요?,,,,0
A33032,,,,금융기관에서 책정한 금액을 말합니다.,0
A33032,제가 얘기하는 시세랑 공시가가 다른거예요?,,,,0
A33032,,,,그렇습니다.,0
A33032,공시가 확인도 되나요?,,,,0
A33032,,,,한국주택금융공사 홈페이지를 통해 확인하실 수 있습니다.,0
A33032,담보대출 서류가 뭐뭐가 있나요?,,,,0
A33032,,,,"신분증,등본,인감증명서,주택매매계약서,등기부등본이 필요합니다.",0
A33032,제가 준비하면 되나요?,,,,0
A33032,,공인중개사를 통해 거래하시는거죠?,,,0
A33032,,,"네, 그렇습니다.",,0
A33032,,,,매매계약서 작성시 은행직원이 나가서 처리해드립니다.,0
A33032,,,"아, 그렇군요.",,0
A33034,"대학생인데요,학자금대출을 받고싶어서요.",,,,0
A33034,받을수있을까요?,,,,0
A33034,,,,"네,받으실수있습니다.",0
A33034,"제가 처음이라 아무것도 몰라서요,어디서 받을수있나요?",,,,0
A33034,,,,한국장학재단 홈페이지에서 가능하십니다.,0
A33034,제가 직접신청해야하나요?,,,,0
A33034,,,,"네,대출받으실분이 직접 신청하셔야합니다.",0
A33034,신청할때 공인인증서가 필요해요?,,,,0
A33034,,,,"네,있으셔야합니다.",0
A33034,"저는 공인인증서가 없는데요,어디서 만들수있나요?",,,,0
A33034,,,,가까운 은행에 가시면 만드실수있습니다.,0
A33034,가면 하루만에 바로 만들어지나요?,,,,0
A33034,,,,"네,고객님.바로 가능합니다.",0
A33034,"그럼,공인인증서 만들고나서 대출상담은 어디서 받을수있을까요?",,,,0
A33034,,,,OOOO-OOOO으로 전화하시면 상담받으실수있습니다.,0
A33034,상담가능 시간좀 알려주실래요?,,,,0
A33034,,,,평일 오전9시부터 오후4시까지입니다.,0
A33034,지금바로 연결해주실수있나요?,,,,0
A33034,,,,바로 연결해드리겠습니다.,0
A33034,,,감사합니다.,,0
A33037,청년전세대금대출이 어떤건가요?,,,,0
A33037,,,,전월세 보증금 대출제도 입니다,0
A33037,청년은 몇살부터 몇살까지를 말하나요?,,,,0
A33037,,,,만19세부터 만34세미만을 말합니다,0
A33037,청년 전세대금대출은 미혼만 받을수 있나요?,,,,0
A33037,,,,아니요 신혼부부를 위한 전세대출상품도 있어요,0
A33037,현재 공공임대주택이 살고있어도 대출되나요?,,,,0
A33037,,,,"아니요,공공임대주택에 거주시 대출 불가입니다",0
A33037,청년전세대금대출 금리는 많이 비싸나요?,,,,0
A33037,,,,많이 비싸지 않아요 고객님 청년전세대금대출의 금리는 연1.2%입니다 ,0
A33037,신청인이 집을 이미 소유 하고 있으면 안되죠?,,,,0
A33037,,,,네 대출 신청인및세대원 전원이 무주택자 일때 가능합니다,0
A33037,직장은 중소기업 재직자면 가능한가요?,,,,0
A33037,,,,네 신청인과 배우자의 소득이 5천만원 이하일때 가능하십니다,0
A33037,그럼 대출 한도는 어느정도 되나요?,,,,0
A33037,,,,대출한도는 7천만원 이하 입니다,0
A33037,대출 받기 위해서는 어떤 서류가 필요하나요?,,,,0
A33037,,,,"신분증,주민등록초본,주민등록등본,가족관계증명서 그리고 보혐자격득실 확인서 도 필요합니다",0
A33037,,,네 잘 알겠습니다,,0
A33037,,,,네 감사합니다,0
A33038,카드 이용한도 상향하려면 어떻게 하나요?,,,,0
A33038,,,,"신용도,카드이용실적 등에 따라 상향가능금액이 결정됩니다",0
A33038,제 신용등급이나 이용실적으로 이용한도 상향을 못할수도 있는건가요?,,,,0
A33038,,,,카드 한도 상향이 가능한지 한도 조회를 통해서 알아보실수있어요,0
A33038,한도상향 신청은 어떻게 해야하나요?,,,,0
A33038,,,,홈페이지 이용시 로그인 하시고 이용한도 메뉴를 통해서 알아보실수 있습니다,0
A33038,홈페이지말고 다른 신청 방법은 없나요?,,,,0
A33038,,,,고객센터로 전화하셔서 알아볼수 있습니다,0
A33038,한도상향 신청시 필요한 서류가 있나요?,,,,0
A33038,,,,"근로소득원천징수영수증,사업소득원천징수영수증,소득금액증명서등이 있습니다",0
A33038,연체 이력이 있으면 한도 상향이 어렵나요?,,,,0
A33038,,,,서류 심사의 일정한 기준을 통과해야 상향받으실수 있습니다,0
A33038,한도 상향 신청 안해도 자동상향도 되나요?,,,,0
A33038,,,,카드사에서 개개인별로 한도 상향이 가능 하다는 연락을 드립니다,0
A33038,자동상향의 조건이 있나요?,,,,0
A33038,,,,"소득금액증가,산용등급 상승등이 중요합니다",0
A33038,특별한도 신청이라고 있다던데요?,,,,0
A33038,,,,"차량구입,병원,장례등 필요 시 한시적으로 한도증액 가능한 서비스입니다",0
A33038,,,잘 알겠습니다,,0
A33038,,,,네 감사합니다,0
A33039,대출 받고 싶은데요 어느정도 받을수 있나요?,,,,0
A33039,,,,대출에는 신용대출과 담보 대출이있어요,0
A33039,,,담보 대출로 알아봐 주세요,,0
A33039,,,,담보 대출은 아파트 공시가의 80%까지 대출이 가능하세요,0
A33039,빌라도 아파트 처럼 80%까지 대출 가능한건가요?,,,,0
A33039,,,,네 그렇습니다,0
A33039,공시 시가란 무엇 인가요?,,,,0
A33039,,,,금융권에서 책정하는 건물의 가격을 뜻합니다,0
A33039,그럼 공시가가 실제 거래가와는 다를 수도 있나요?,,,,0
A33039,,,,"네, 공시,시가와 실거래가는 다른것입니다",0
A33039,공시시가 확인은 어떻게 하는 것가요?,,,,0
A33039,,,,공시시가는 한국주택금융공사 홈페이지를 통해 확인이 가능 하세요,0
A33039,담보대출을 받을 때 필요한 서류가 뭔가요?,,,,0
A33039,,,,"신분증, 등본, 인감증명서, 주택매매계약서, 등기부등본이 필요합니다.",0
A33039,"신용대출 받고 싶은에요,대출 받을때  성인이면 대출 받을수있나요?",,,,0
A33039,,,,네.20세 이상 이면 가능 하십니다,0
A33039,무직자여도 가능한 대출이 있나요?,,,,0
A33039,,,,"신용카드 사용 실적이나 보유하고 있는 차량,집으로 소득을 산정하여 대출을 이용할수 있습니다",0
A33039,,,감사합니다,,0
A33041,이체 한도를 올리고 싶어요 할수있나요?,,,,0
A33041,,,,"네, 은행 방문이나 비대면 실명확인 서비스를 통해 이체한도 증액이 가능해요",0
A33041,은행 가서 하려면 필요한게 있나요?,,,,0
A33041,,,,예금주 본인의 신분증을 지참 후 가까운 영업점에 방문하시는 방법이 있어요.,0
A33041,,,은행가려니 좀 바쁘긴 하네요,,0
A33041,급해서 그런데 지금 바로는 안되나요?,,,,0
A33041,,,,비대면 실명확인 서비스를 이용하시면 가능해요,0
A33041,비대면 실명확인 서비스를 이용하실래요?,,,,0
A33041,,,네 할께요,,0
A33041,,고객님은 만19세 이상 내국인으로 주민등록증 또는 운전면허증을 보유하고 계신가요?,,,0
A33041,,,네 운전면허증이요,,0
A33041,,고객님은 본인명의의 스마트폰을 이용하시고 계신가요?,,,0
A33041,,,네,,0
A33041,,고객님은 ㅇㅇ은행 또는 타행의 본인 계좌로 본인 확인 절차가 가능하실까요?,,,0
A33041,,,00은행 가능해요,,0
A33041,,,,ㅇㅇㅇ앱을 까신 후 전체메뉴 접속 후 비대면 실명확인 센터로 들어가보세요.,0
A33041,,,네,,0
A33041,,,,메뉴 중 뱅킹관리에 나와있는 이체한도를 설정해주시면 되세요,0
A33041,,,"아,,바로되네요, 감사합니다",,0
A33041,,,,행복한 하루되세요,0
A33062,8천만원짜리 수표도 있나요?,,,,0
A33062,,8천만원 한장으로 된 수표를 말씀하시는 건가요?,,,0
A33062,,,네,,0
A33062,,,,발행은 가능하십니다.,0
A33062,,,진짜요?,,0
A33062,바로 발행이 되는거죠?,,,,0
A33062,,통장에서 출금해서 발행하실 건가요?,,,0
A33062,,,통장에 잔액은 있어요,,0
A33062,,,,출금하신 후 8천만원권으로 발행하여 드립니다.,0
A33062,수표 발행할때 수수료도 있다던데 맞나요?,,,,0
A33062,,,,고액권 수표 발행시 저희 은행은 수수료 400원이 발생합니다.,0
A33062,,,아깝네,,0
A33062,수수료 발생 안할려면요?,,,,0
A33062,,,,백만원권으로 발행해 가시면 됩니다.,0
A33062,,,장수가 너무 많은데,,0
A33062,다른 은행은 500만원짜리도 있던데요,,,,0
A33062,,,,저희 은행은 자기앞수표로 500만원권은 발행되어 있지 않습니다.,0
A33062,아무래도 한장짜리고 간편하겠죠?,,,,0
A33062,,,,고객님 편한 방법으로 선택하시면 될 듯 합니다.,0
A33062,,,우선 알겠습니다.,,0
A33063,고액권 수표가 있는데 통장으로 입금 가능한가요?,,,,0
A33063,,수표 금액이 어떻게 되시나요?,,,0
A33063,,,5천만원이요,,0
A33063,,한장인가요?,,,0
A33063,,,5천만원짜리 한장으로 받았아요,,0
A33063,,,,고액권 수표는 자기앞수표가 아니므로 발행은행 지점으로 가시면 통장입금이 바로 되십니다.,0
A33063,근데 수표가 제가 거래하는 은행꺼가 아니예요,,,,0
A33063,,,,그럼 본인 거래은행으로 가시면 입금은 가능하세요,0
A33063,,,다행이네요,,0
A33063,일부만 빼서 사용할려면요,,,,0
A33063,,,,고액권은 오늘 입금하시면 익일 12시 30분이 지난후 현금인출가능하십니다.,0
A33063,,,괜히 수표달라고 했네.,,0
A33063,수표발행한 은행에가서 일반수표로 바꾸면 바로 사용가능하죠?,,,,0
A33063,,,,고액권을 발행한 은행에가서  자기앞수표로 교환받으시면 입금및 사용이 가능하십니다.,0
A33063,,,귀찮아도 그렇게 해야되겠네,,0
A33063,또 가져가야 되는거는요?,,,,0
A33063,,,,본인 신분증 들고 발행지점 내방하시면 됩니다.,0
A33063,번거로워도 그렇게 해야겠죠?,,,,0
A33063,,,,일부은행에서는 수표발행지점과 수표지급지점이 다를수 있으니 전화확인 후 은행들러주세요,0
A33063,,,전화부터 해봐야겠네요,,0
A33064,백만원권 6장을 엄마통장에 보내야하는데요 바로 엄마통장으로 이체하면 되나요?,,,,0
A33064,,100만원권 수표인가요?,,,0
A33064,,,네 백만원권 수표 6장이요,,0
A33064,,본인 통장으로 먼저 입금후 이체하실 건가요?,,,0
A33064,,,그래야 할 것 같아요,,0
A33064,,,,100만원권은 자기앞수표라서 바로 본인통장 입금하시면 되요,0
A33064,,,아,,0
A33064,근데 수표 뒷면에 보니까 이름하고 전화번호 적는게 있던데요,,,,0
A33064,,,,지점가셔서 입금하실때 수표뒷면에 배서를 하셔야 합니다.,0
A33064,배서가 뭐예요?,,,,0
A33064,,,,수표뒷면에 입금하신분 이름과 전화번호 등 개인정보를 적는것을 말합니다.,0
A33064,,,이런것도 있었나,,0
A33064,그럼 미리 적어가도 되는거죠?,,,,0
A33064,,,,미리 적으셔도 됩니다.,0
A33064,6장 다 적어야 하나요?,,,,0
A33064,,,,수표 일련번호가 차례대로 라면 첫장과 마지막장에만 배서하시면 됩니다.,0
A33064,,,아 ..일련번호가 있네,,0
A33064,일련번호가 세장은 차례대로 인데…나머지 세장인 제각각이네요,,,,0
A33064,,,,그러면 총 5장에 배서하셔야 합니다.,0
A33064,,,할 수 없지.,,0
A33071,,OO은행입니다. 무엇을 도와드릴까요?,,,0
A33071,매월 정기적으로 이체하고 싶은데요,,,,0
A33071,,자동이체 서비스 말씀하시는거 맞으시죠?,,,0
A33071,네 그런것 같네요,,,,0
A33071,,,,자동이체는 일정기간동안 주기적으로 지정하신 계좌로 이체하실때 편리한 서비스입니다.,0
A33071,,,맞아요 편하겠더라구요,,0
A33071,,자동이체 하는 방법을 알려드릴까요?,,,0
A33071,,,천천히 부탁 드립니다. ,,0
A33071,,,,"네, 먼저 인터넷뱅킹 켜시구요.",0
A33071,,,네네,,0
A33071,,,,로그인 하시구요.,0
A33071,,,네.,,0
A33071,,,,이체 버튼 선택하시구요.,0
A33071,,,네.했어요.,,0
A33071,,,,자동이체 버튼 선택하시면됩니다.,0
A33071,,,간단했군요,,0
A33071,,또 다른 문의사항 있으세요?,,,0
A33071,,,아니요 감사해요,,0
A33071,,,,네. 지금까지 상담원 OOO였습니다.,0
A33071,,,네. 수고하세요.,,0
A33072,,OO은행입니다. 무엇을 도와드릴까요 고객님?,,,0
A33072,은행 기기에서 통장으로 돈 보내는게 가능해요?,,,,0
A33072,,,,통장 출금 서비스만 신청하시면 가능합니다.,0
A33072,출금서비스는 어디서 신청하나요?,,,,0
A33072,,,,가까운 영업점을 방문하셔서 신청해주시면 됩니다.,0
A33072,,,네,,0
A33072,,"네, 다른 문의사항 있으실까요?",,,0
A33072,폰뱅킹으로도 이체한도 조정이 가능한가요?,,,,0
A33072,,,,네.감액만 가능합니다.,0
A33072,한도를 올리려면어떻게 하면 되나요?,,,,0
A33072,,,,신분증 지참후 가까운 영업점을 방문하셔야 합니다.,0
A33072,,,아하. 가야하군요,,0
A33072,,또 다른 문의사항 있으실까요?,,,0
A33072,혹시 통장이나 카드 아무것도 없을때에도 이체나 입금을 할 수 있나요?,,,,0
A33072,,,,"네,가능합니다.",0
A33072,진짜요? 어떻게 하면 되요?,,,,0
A33072,,,,영업점을 방문하시어 무매체 출금 서비스 신청 하신 후 이용이 가능합니다.,0
A33072,,,좋네요,,0
A33072,,,,네. 지금까지 상담원 OOO였습니다.,0
A33072,,,네. 수고하세요.,,0
A33073,,OO은행입니다. 무엇을 도와드릴까요 고객님?,,,0
A33073,"금방 이체를 진행했는데, 내역이 왜 없을까요?",,,,0
A33073,,오늘 이체한 내역이 거래내역 조회에 나타나지 않는다는 말씀이시죠?,,,0
A33073,,,네,,0
A33073,,,,당일 거래 내역이 거래내역 조회에 등록되는데 시간이 걸릴 수 있으므로 계좌이체의 이체결과 조회에서 확인하시기 바랍니다.,0
A33073,,,아… 네 찾아볼게요,,0
A33073,,또 문의사항 있으세요?,,,0
A33073,,,네 있어요,,0
A33073,,말씀하세요?,,,0
A33073,인터넷뱅킹에서 이체하고나서 확인증을 받고 싶은데요 가능한가요?,,,,0
A33073,,,,"네,인터넷뱅킹에서 이체 확인증을 받는방법 안내 도와드리겠습니다.",0
A33073,네 안내해 주세요,,,,0
A33073,,,, 계좌이체의 이체결과조회 클릭하신 후 해당계좌를 조회하시면 이체 확인증 출력이 가능합니다.,0
A33073,,,간단하네요,,0
A33073,,다른 문의사항 있으실까요?,,,0
A33073,"네,이체결과 조회기간은 얼마나 되죠?",,,,0
A33073,,,,이체결과조회는 최장3년거래분만 가능합니다.,0
A33073,,또 다른 문의사항 있으실까요?,,,0
A33073,,,아니요. 없습니다.,,0
A33073,,,,네. 지금까지 상담원 OOO였습니다.,0
A33074,,OO은행입니다. 무엇을 도와드릴까요 고객님?,,,0
A33074,인터넷으로 송금할때도 수수료가 있나요?,,,,0
A33074,,,,"당행은 무료이고, 타행은 건당 500원 입니다.",0
A33074,,,건당 500원이면 비싸네요,,0
A33074,,다른 문의사항 있으실까요?,,,0
A33074,인터넷으로 예약이체도 수수료가 있나요?,,,,0
A33074,,,,"마찬가지로 당행은 무료이고, 타행은 건당 500원 입니다.",0
A33074,,,건당 500원이면 비싸네요,,0
A33074,,다른 문의사항 있으실까요?,,,0
A33074,"네,자동이체도 수수료가 있나요?",,,,0
A33074,,,,"아닙니다. 자동이체의경우 당행은 무료이고, 타행은 건당 300원입니다.",0
A33074,,,알겠습니다.,,0
A33074,,또 다른 문의사항 있으실까요?,,,0
A33074,인터넷에서 인증서 없이는 거래가 아예 안되나요?,,,,0
A33074,,,,네 인증서가 있어야만 거래가 가능합닏.,0
A33074,,,"네, 그렇군요.",,0
A33074,,추가 문의사항 있으신가요?,,,0
A33074,,,아니요. 없습니다.,,0
A33074,,,,네. 지금까지 상담원 OOO였습니다.,0
A33074,,,네 고맙습니다.,,0
A33075,,제일은행입니다. 무엇을 도와드릴까요 고객님?,,,0
A33075,이체한도를 바꾸고 싶 은데 방법이 있을까요?,,,,0
A33075,,한도를 어떻게 변경하고 싶으시죠?,,,0
A33075,,,금액을 줄이려구요,,0
A33075,,,,"네,이체한도 감액하시길 원하시는거 맞나요?",0
A33075,,,네.맞습니다.,,0
A33075,,,,네. 이체한도 감액은 인터넷뱅킹에서 가능합니다.,0
A33075,잘 몰라서요 천천히 알려주세요,,,,0
A33075,,,,"네, 먼저 인터넷뱅킹 로그인 하시구요.",0
A33075,,,네.했어요.,,0
A33075,,,,위쪽에 사용자관리 메뉴 선택하시구요.,0
A33075,,,네.,,0
A33075,,,,인터넷뱅킹 관리 버튼 선택하시구요.,0
A33075,,,네네,,0
A33075,,,,거기서 이체한도 금액정해서 하면 됩니다.,0
A33075,,,네 됐어요 고맙습니다.,,0
A33075,,추가 문의사항 있으신가요?,,,0
A33075,,,아니요. 없습니다.,,0
A33075,,,,네. 지금까지 상담원 OOO였습니다.,0
A33075,,,네. 수고하세요.,,0
A33076,,OO은행입니다. 무엇을 도와드릴까요 고객님?,,,0
A33076,청약상품을 가지고 있는데  다른 은행에서 자동이체를 하려고 하는데 가능한가요?,,,,0
A33076,,,,가능합니다.,0
A33076,,,다행이예요,,0
A33076,,다른 문의사항 있으실까요?,,,0
A33076,인터넷뱅킹 1회 이체한도는 어디에서 조회하면 되나요?,,,,0
A33076,,"네,인터넷뱅킹 이체한도 조회방법 안내드릴까요?",,,0
A33076,,,네.,,0
A33076,,개인회원이신가요?,,,0
A33076,,,네.맞습니다.,,0
A33076,,,,"그럼, 인터넷 뱅킹에 개인회원으로 로그인 하시구요",0
A33076,,,네 로그인 했어요,,0
A33076,,,,관리메뉴 보이시나요?,0
A33076,,,네.,,0
A33076,,,,이체한도 조회/감액 메뉴 누르시면 조회 가능합니다.,0
A33076,,,어 되네요 감사합니다.,,0
A33076,,또 다른 문의사항 있으실까요?,,,0
A33076,,,아니요.없습니다.,,0
A33076,,,,네. 지금까지 상담원 OOO였습니다.,0
A33076,,,네. 수고하세요.,,0
A33077,,OO은행입니다. 무엇을 도와드릴까요 고객님?,,,0
A33077,제가 수신거래 골드플러스 고객인데 인터넷 전자서명대출 대상고객이되는지 확인해주세요,,,,0
A33077,,,,대상 고객이 아니시네요. 죄송합니다. ,0
A33077,왜 안되죠?,,,,0
A33077,,,,"현재 고객님은 예금,적금 담보대출만 가능합니다.",0
A33077,,,그렇군요.,,0
A33077,,또 다른 문의사항 있으신가요?,,,0
A33077,그럼  전세보증금을 담보로 인터넷대출 가능한가요?,,,,0
A33077,,,,아니요.불가능합니다.,0
A33077,왜 그런가요?,,,,0
A33077,,,,전세보증금을 담보로는 대출신청은 불가능합니다.,0
A33077,,,네 알겠습니다.,,0
A33077,,다른 문의사항 있으실까요?,,,0
A33077,"네, 한가지 더요. 인터넷 스피드전자서명대출에서 예금담보대출의 이자는어떻게되죠?",,,,0
A33077,,,,담보예금금리 + 1.1%입니다.,0
A33077,,,네.그렇군요.,,0
A33077,,또 다른 문의사항 있으실까요?,,,0
A33077,,,아니요.없습니다.,,0
A33077,,,,네. 지금까지 상담원 OOO였습니다.,0
A33077,,,네. 수고하세요.,,0
A33078,,OO은행입니다. 무엇을 도와드릴까요?,,,0
A33078,제 계좌에서 외화계좌로 돈을 보낼수 있나요?,,,,0
A33078,,,,네 가능하세요,0
A33078,조건이 있나요?,,,,0
A33078,,,,고객님  계좌가 출금계좌로 등록되어 있으면 됩니다.,0
A33078,,,다행이네요,,0
A33078,,또 문의사항 있으세요?,,,0
A33078,,,네.,,0
A33078,,말씀해주세요,,,0
A33078,거래가 가능한 시간은 언제지요?,,,,0
A33078,,,,영업시간에 가능합니다.,0
A33078,,,네.그렇군요.,,0
A33078,,다른 문의사항 있으실까요?,,,0
A33078,,,"네, 하나만 더 물어볼게요",,0
A33078,,네 말씀하세요,,,0
A33078,인터넷으로도 이체가 가능할까요?,,,,0
A33078,,,,"네,인터넷뱅킹으로 이용 가능하십니다.",0
A33078,또 다른 문의사항 있으실까요?,,,,0
A33078,,,아니요. 없습니다.,,0
A33078,,,,네. 지금까지 상담원 OOO였습니다.,0
A33079,,씨티은행입니다. 무엇을 도와드릴까요 고객님?,,,0
A33079,외국계좌에서 제 한국계좌로 돈을 보낼수 있나요?,,,,0
A33079,,,,"네,가능합니다.",0
A33079,뭐 조건 같은것도 없고요?,,,,0
A33079,,,,계좌가 출금계좌로 등록되어 있어야 합니다.,0
A33079,,,"그렇군요,",,0
A33079,,다른 문의사항 있으실까요?,,,0
A33079,,,네.,,0
A33079,,무엇이 궁금하세요?,,,0
A33079,거래가 가능한 시간이 정해져 있나요?,,,,0
A33079,,,,24시간 가능합니다.,0
A33079,,,다행이네요,,0
A33079,,다른 문의사항 있으실까요?,,,0
A33079,,,네 한가지만 더요,,0
A33079,,네 얘기하시면 됩니다.,,,0
A33079,은행 안가고 인터넷으로도 송금이 가능한가요?,,,,0
A33079,,,,"네,인터넷뱅킹으로 이용 가능하십니다.",0
A33079,,추가 문의사항 있으신가요?,,,0
A33079,,,아니요 고맙습니다.,,0
A33079,,,,네. 지금까지 상담원 OOO였습니다.,0
A33080,,OO은행입니다. 무엇을 도와드릴까요 고객님?,,,0
A33080,은행거래 할때 외화계좌에서 외화계좌로 이체도 되는지 궁금합니다.,,,,0
A33080,,,,고객님 가능합니다.,0
A33080,특별한 조건 같은것이 있나요?,,,,0
A33080,,,,"아니요, 보내려는 계좌가 출금계좌로 등록되어 있어야 합니다.",0
A33080,,,네 편하네요,,0
A33080,,다른 문의사항 있으실까요?,,,0
A33080,,,네.,,0
A33080,,말씀하세요?,,,0
A33080,아무때나 거래가 가능한가요?,,,,0
A33080,,,,영업점 운영 시간만 이용 가능합니다.,0
A33080,,,그건 좀 그렇네요,,0
A33080,,다른 문의사항 있으실까요?,,,0
A33080,,,"네, 하나만 더 물어볼게요",,0
A33080,,"네,무엇인가요?",,,0
A33080,이체할때 핸드폰으로도 가능한가요?,,,,0
A33080,,,,스마트 뱅킹 앱으로도 가능합니다.,0
A33080,,궁금하신게 있나요?,,,0
A33080,,,친철한 답변 감사합니다.,,0
A33080,,,,네. 지금까지 상담원 OOO였습니다.,0
A33081,,기업은행입니다. 무엇을 도와드릴까요 고객님?,,,0
A33081,이체한도에 걸렸어요. 이체한도 올리고 싶은데요. 가능하나요?,,,,0
A33081,,,,"네,변경 가능하십니다.",0
A33081,제가 마음대로 정할 수 있는거죠?,,,,0
A33081,,,,아니요 하향조정만 고객님이 정할 수 있어요,0
A33081,그럼 올리는거는요?,,,,0
A33081,,,,이체한도를 상향하고자 하시는 경우 영업점에 방문하셔서 이체한도변경을 신청하셔야 가능합니다.,0
A33081,,,바로 안되는군요…,,0
A33081,,,,"또한,기업인터넷뱅킹은 영업점에서 설정한 고객별 한도 내에서 인터넷뱅킹 로그인 후 환경설정을 통해 이용자 및 계좌별 한도 변경이 가능합니다.",0
A33081,,,고객별 한도도 있군요.,,0
A33081,,다른 문의사항 있으실까요?,,,0
A33081,이체하다가 잘못 보내면 취소되나요?,,,,0
A33081,,,,인터넷뱅킹에서 한번 이체 되신 금액은 예금주의 자금으로 귀속되기 때문에 취소가 불가능 합니다.,0
A33081,아예 못 돌려받는다는 얘기예요?,,,,0
A33081,,,,상대 예금주에게 직접 청구 하시거나 고객센터 또는 가까운영업점에 방문하셔서 자금반환 청구절차를 진행하셔야 합니다.,0
A33081,,,큰일이네 이런,,0
A33081,,또 다른 문의사항 있으실까요?,,,0
A33081,,,아니요. 없습니다.,,0
A33081,,,,네. 지금까지 상담원 OOO였습니다.,0
A33081,,,네 고맙습니다.,,0
A33082,,OO은행입니다. 무엇을 도와드릴까요 고객님?,,,0
A33082,오늘 이체했는데 내역에 뜨는게 없어요,,,,0
A33082,,오늘 이체한 내역이 거래내역 조회에 나타나지 않는다는 말씀이시죠?,,,0
A33082,,,네,,0
A33082,,,,당일 거래 내역이 거래내역 조회에 등록되는데 시간이 걸릴 수 있으므로 계좌이체의 이체결과 조회에서 확인하시기 바랍니다.,0
A33082,,,아 시간이 좀 걸리는군요,,0
A33082,,추가 문의사항 있으신가요?,,,0
A33082,,,네 한가지만 더요,,0
A33082,,말씀하세요?,,,0
A33082,이체하고나서 확인증이 필요한데 출력가능해요?,,,,0
A33082,,"네,인터넷뱅킹에서 이체 확인증을 받는방법 안내 도와드릴까요?",,,0
A33082,,,네,,0
A33082,,,, 계좌이체의 이체결과조회 클릭하신 후 해당계좌를 조회하시면 이체 확인증 출력이 가능합니다.,0
A33082,,,간단하네요,,0
A33082,,다른 질문 있으세요?,,,0
A33082,예전 거래내역을 좀 찾고싶은데요?,,,,0
A33082,,,,이체결과조회는 최장 2년 6개월 전 거래분만 가능합니다.,0
A33082,,또 다른 문의사항 있으실까요?,,,0
A33082,,,아니요 고마워요,,0
A33082,,,,네. 지금까지 상담원 OOO였습니다.,0
A33083,,OO은행입니다. 무엇을 도와드릴까요 고객님?,,,0
A33083,인출기에서 돈 뽑는데 70만원밖에 안되요? ,,,,0
A33083,,,,대포통장 근절대책의 일환으로 시행중인 제도때문입니다.,0
A33083,그게 뭔가요?,,,,0
A33083,,,,장기미사용계좌 인출한도 하향제도입니다.,0
A33083,제가 장기미사용 고객이라서 그렇다는 거죠?,,,,0
A33083,,,,"1년간 자동화기기에서 입금,출금,이체 등의 거래를 하지 않는 계좌에 대하여 자동화기기 1일 인출한도가 6백만원에서70만원으로 하향되는 제도입니다.",0
A33083,,,아 무슨 말인지 이해는 되네요,,0
A33083,,또 다른 문의사항 있으실까요?,,,0
A33083,그러면 이 제한을 풀려면 어떻게 해야되요?,,,,0
A33083,,,,가까운 영업점을 본인이 방문하여 한도 복원 가능합니다,0
A33083,,,알겠어요,,0
A33083,,또 다른 문의사항 있으실까요?,,,0
A33083,이 조건을 풀면 저는 자동화기기에서 계좌송금 1회 한도는 얼마까지 가능한가요?,,,,0
A33083,,,,1회 이체한도는 300만원 이하입니다.,0
A33083,,,그정도면 되겠네요. ,,0
A33083,,또 다른 문의사항 있으실까요?,,,0
A33083,,,아니요. 없습니다.,,0
A33083,,,,네. 지금까지 상담원 OOO였습니다.,0
A33083,,,네 고맙습니다.,,0
A33084,,OO은행입니다. 무엇을 도와드릴까요 고객님?,,,0
A33084,은행에서 출금하는데 50만원에서 멈췄어요. 잔액은 있어요.,,,,0
A33084,,,,대포통장 근절대책의 일환으로 시행중인 제도때문입니다.,0
A33084,대포통장 뭐라고요?,,,,0
A33084,,,,장기미사용계좌 인출한도 하향제도입니다.,0
A33084,자세히 설명 좀 해주세요,,,,0
