	고객질문(요청)
4185	신청 메뉴를 어떻게 찾나요?
4191	그럼 저는 문자서비스를 받을 수 없나요?
4193	입출금 계좌 여러 개도 등록 가능한가요?
4196	외화통장에서 현금으로 출금이 될까요?
4198	수수료가 얼마예요?
4202	이체하는 경우에는요?
4204	어느쪽이 더 유리한가요?
4208	외화통장에서 제 원화통장으로 이체하는 것은 인터넷으로도 되나요?
4210	그러면 외화통장에서 원화통장으로 이체후 ATM에서 바로 출금도 되나요?
4214	어떻게요?
4216	인터넷으로도 환전이 될까요?
4220	유로화도 되나요?
4222	환전된 돈은 어디로 가나요?
4224	환전후 바로 출금되나요?
4229	환율 우대를 받을 수 있나요?
4231	그러면 인터넷에서 환전하면 자동으로 우대환율이 적용되나요?
4233	혹시 영업점에 직접 가면 더 받을 수도 있나요?
4237	입출금 되는 내역을 스마트폰 앱에서 알림톡으로 받을 수 있나요?
4240	어디서 하는지 모르겠어요. 어떻게 하나요?
4244	스마트폰 앱 알림이랑 문자 알림이랑 다른가요?
4246	문자 알림은 유료인가요?
4248	스마트폰은 무료인가요?
4251	1만원 이상 거래내역만 알림을 받도록 설정할 수도 있나요?
4257	대학등록금 인터넷 뱅킹으로 납부되요?
4260	어느 메뉴로 들어가나요?
4262	대학이름과 학번만 알아도 납부할 수 있나요?
4265	가상계좌번호를 어떻게 알 수 있나요?
4270	신용카드로도 등록금을 낼 수 있나요?
4275	카드앱 안 까는 방법은 없나요?
4277	오픈뱅킹 가입 안내 문자를 받았는데, 오픈뱅킹이 무엇인가요? 설명 부탁드려요.
4279	어떤 관리를 할 수 있나요?
4281	혹시 타은행 계좌에서 이체도 가능한가요?
4286	또 다른 장점이 있나요?
4289	가입대상에 제한이 있나요?
4291	어떻게 이용하면 되나요?
4293	그러면 타은행 서비스까지 이용할 수 있나요?
4295	이용 가능시간은 언제인가요?
4297	중소기업 청년전세대출이 만기연장이 가능한가요?
4303	그러면 어떻게 해야 하나요?
4305	그게 무슨 뜻인가요?
4307	버팀목 전세대출은 금리가 더 높나요?
4309	왜 그런가요?
4311	버팀목 전세대출도 지원 프로그램인가요?
4314	언제까지 신청하면 되나요?
4317	집단중도금 대출하려고 하는데 모르는게 많네요. 도와주실수 있을까요?
4325	그 자료를 보면 상세히 나오나요?
4327	그럼 그 심사는 누가 하나요?
4332	대출신청시간은 영업시간만 가능한가요?
4337	대출신청했는데 어느정도 진행되었는지 어디서 확인이 가능할까요?
4339	대출결과는 어떻게 알 수 있나요?
4341	문자안내는 없나요?
4344	추가서류는 어떻게 내면 되나요? 은행에 직접 방문해야하나요?
4346	담보대출 전자서명? 그게 뭔갗요?
4350	신청인만 서명하면 안된다는 말씀인가요?
4364	설명을 조금 더 해주실수 있나요?
4367	예금담보대출 중 절반을 상환하려고 하는데, 그러면 질권설정금액을 줄일 수 있나요?
4369	이자는 어떻게 되나요?
4372	여러 번 해봐도 되나요? 상환금액 다르게 해서요?
4374	상환하고 나면 결과내역은 문자로 오나요?
4377	대출을 받았는데 기한 연장이 가능할까요?
4379	어디서 하나요?
4385	만기는 어디서 확인하나요?
4389	기한연장시 상환대상금액이 있는 경우 대출금 상환 후 하라는 것이 무슨 뜻인가요?
4393	저의 경우는 어떠한가요?
4397	대출금리가 다른 친구들보다 높은것 같은데 상품이 다른건가요?
4398	금리를 낮출 방법이 없나요?
4400	전세자금대출도 신청 가능한가요?
4402	신청했는데 안되는 경우도 있나요?
4404	어디서 신청하나요?
4406	인터넷 신청절차를 조금 더 자세히 말씀해 주세요.
4408	그러면 끝인가요?
4410	증빙 제출은 없나요?
4412	행정기관 정보조회로 안되면요?
4417	보통 대출금리 확인은 어디서들 하나요?
4421	저에게 적용되는 금리를 알려면 어떻게 해야 하나요?
4424	그럼 이자율 변동을 볼 수 있는 곳이 있나요?
4426	변동금리만 나오나요?
4428	변동금리를 선택하는 것이 이득인가요?
4430	혹시 중간에 상환하면 수수료가 발생하나요?
4432	중도상환 수수료는 얼마나 되나요?
4437	대출금을 연체하면 어떻게 되나요?
4440	지연배상금? 그게 뭔가요?
4445	제가 100만원 2개월치 연체했는데 어떻게 되나요?
4448	원리금 분할상환인데 연체했으면 달라지나요?
4450	원금 연체분도 지연배상금율이 적용되나요?
4452	다음달에도 못갚으면 어떻게 되나요?
4455	마지막으로 연체가산이자율은 얼마인가요?
4457	혹시 담보가 없어도 대출이 되나요?
4459	어떤 상품인가요?
4461	한도가 얼마인가요?
4463	우대금리를 받을 수 있나요?
4465	일반대출 형태인가요?
4470	현 직장에 12개월 이상 재직중이지 않은 경우에는 불가능한가요?
4472	대출기한 및 상환방법 알려주세요.
4474	만기가 언제인가요?
4477	자동차 구입할때 대출할 수 있나요?
4481	제가 대출 신청 자격이 될까요?
4484	대출금액은 얼마나 받을 수 있나요?
4486	신청은 어디서 하나요?
4490	대출기간은 어떻게 되나요?
4492	혹시 중고차를 사는 경우에도 대출이 되나요?
4494	이것도 온라인전용 상품인가요?
4498	저 같은 사람들을 위한 대출상품이 있을까요?
4500	구입하시려는 주택가격이 5억원 이하인가요?
4508	대출기간과 거치기간도 알려주세요.
4510	대출한도는 얼마나 되나요?
4512	금리는 얼마나 혜택을 받을 수 있나요?
4514	우대금리를 받을 수 있는 방법은 없나요?
4517	대출금액과 그에 따른 이자를 미리 계산좀해 볼 수 있을까요?
4520	원리금 균등상환이 뭐에요?
4522	그럼 원금균등상환과 다른가요?
4526	원금 상환이 좀 부담이 되는데 다른 방식은 없나요?
4528	원금은 만기에 내는 건가요?
4530	이렇게 할 수 있나요?
4533	그럼 제가 대출계산기에 넣어보면 되겠네요?
4535	이자율은 어떻게 알 수 있어요?
4537	인터넷으로 신용대출을 해보려고 하는데 문의 드릴게요
4541	어떤 부분을 도와드릴까요?
4542	신분증 사본까지 접수했는데 그 다음에 뭘 하면 될까요?
4545	또 궁금한 사항이 있으신가요?
4546	대출한도가 어떻게 되나요?
4548	대출 승인이 되면 언제 돈이 들어오나요?
4550	혹시 대출이 거절되면요?
4553	거절되는 경우 사유를 알 수 있나요?
4557	전세대출 상담을 받고 싶어요.
4564	전세자금의 얼마까지 대출이 가능할까요?
4566	대출 요건이 어떻게 되나요?
4571	부부합산소득에 프리랜서로 번 것도 포함되나요?
4573	혹시, 전세계약서에 필요한 조건이 있을까요?
4575	정확한 금리는 어떻게 알 수 있을까요?
4577	인터넷 뱅킹으로도 대출금을 상환할수 있을까요?
4579	어디로 들어가면 되나요?
4581	대출 메뉴에서 바로 되나요?
4584	원금 상환은 입출금계좌에서 빠져나가도록 하나요?
4586	혹시 타행 계좌에서 원금상환시킬 수는 없나요?
4589	중도상환수수료가 있나요?
4597	전세보증금도 대출 받을 수 있나요?
4599	이자가 어느정도 되나요?
4601	평균적인 금리를 알 수 있을까요?
4604	전세금 대출 기한은 얼마나 되나요?
4606	전세금 대출하려면 집주인 동의가 필요한가요?
4608	집주인 동의는 어떻게 받나요?
4611	집주인이 혹시 동의 안하면 어떻게 되나요?
4617	주택담보대출을 받을수 있는지 궁금해서요
4623	소득 증빙 자료가 무엇인가요?
4625	소유중인 아파트를 담보로 대출할 경우 한도가 어떻게 되나요?
4629	왜 그래요?
4632	은행에 방문해서 신청해야 하나요?
4637	마이너스 대출? 있다고 하던데 신청할수 있을까요?
4640	어떻게 만드나요?
4642	필요한 서류 뭔가요?
4645	재직증명서는 필수인가요?
4649	저의 경우에는 얼마까지 받을 수 있을까요?
4651	요즘 마이너스 통장 대출금리는 어느정도 되나요?
4654	대출상담 가능한 영업점을 알려주시겠어요?
4657	주택청약저축을 담보로 대출이 될까요?
4659	얼마까지 빌려주나요?
4662	이자는 얼마쯤 되나요?
4664	대출신청은 어떻게 하나요?
4679	다니고 계신곳이 300인 미만의 중소기업인가요?
4684	아하. 금리가 얼마인가요?
4686	대출은 얼마까지 받을 수 있나요?
4690	대출기간은 얼마나 되나요?
4693	다른 상품이라면 어떤건가요?
4695	그 상품은 이자율이 어떻게 되나요?
4697	직장인들을 위한 대출에 대해서 알아보려구요.
4703	대출 신청 서류는 뭐가 필요해요?
4706	대출 한도는 얼마나 되는지 지금 알 수 있나요?
4708	제가 연봉이 3000만원인데 대충 얼마나 나오는지 알 수 없나요?
4711	그럼 대출신청후 승인까지는 얼마나 걸리나요?
4713	제가 다른 대출이 1000만원 정도 있는데 영향을 미칠까요?
4721	이자는 얼마나 되나요?
4723	이자는 언제 납부하나요?
4725	원금상환은 어떻게 하나요?
4727	대출기간은 얼마나 되나요?
4729	거치기간이 무슨 뜻이에요?
4731	부모님 동의를 받아야 하나요?
4734	혹시 이번에 조금 받고 이후에 추가로 받을 수도 있나요?
4737	적금을 담보로 대출을 받을수도 있나요?
4740	얼마까지 대출될까요?
4742	이자는요?
4744	어떻게 신청해요?
4752	대출금액은 제가 알아서 넣나요?
4757	대출금리를 낮출 수 있는 방법이 있을까요?
4759	어떤 경우에 가능한가요?
4762	가능한지 확인이 될까요?
4764	심사기간이 따로 있나요?
4768	그러면 제가 대상자가 되는지 확인해 볼 수 있나요?
4777	신용카드 장기대출 문자를 받았는데 대출이 된다는 건가요?
4779	고객님 개인정보 동의후, 진행이 가능한데 진행 해드릴까요?
4783	대출 한도는 얼마까지인가요?
4785	이자율은 얼마인가요?
4788	어떻게 신청하면 되는지 알려주실래요?
4791	신청메뉴가 따로 있나요?
4798	신용카드 사용액으로 대출 소득증빙이 될까요? 뭔지 잘 모르겠어요
4802	그러면 연소득은 얼마로 추정되나요?
4806	최대 얼마까지 가능할까요? 
4807	대출기간은 얼마로 설정해야 많이 나오나요?
4810	1억 이상은 안되나요?
4813	그러면 올해 1억 대출하고 내년에 추가로 대출할 수 있나요?
4816	저도 신용대출이 되는지 궁금해요
4819	얼마까지 될까요?
4821	소득은 연기준인가요?
4828	연봉만 기준으로 대출한도 알 수 있을까요?
4831	다른 방법이 있나요?
4833	방문전에 신용대출상품들에 대하여 안내 받을 수 있나요?
4834	문자로 해당정보를 받을 수 있나요?
4839	어떻게 하면 될까요?
4842	즉시 받는 거는 얼마까지 되나요?
4844	저도 대상자가 되나요?
4850	얼마나 기다리면 되나요?
4853	혹시 300만원 이상 필요하면 어떻게 해야 하나요?
4867	검토를 받으면 신용등급에 영향을 줄 수 있나요?
4869	혹시 제가 제 신용등급을 개인적으로 확인해 볼 수도 있나요?
4871	신용등급이 얼마 이상이어야 대출이 가능한가요?
4873	혹시 3등급 이하이면 어떻하나요?
4878	저도 가능한지 싶어서요
4884	얼마까지 대출이 되나요?
4886	금리는 얼마인가요?
4888	낮은 금리를 받으려면 방법이 있나요?
4890	상환기간은 최대 얼마나 되나요?
4892	연장은 자동으로 되나요?
4903	대출한도는 어떻게 알 수있나요?
4905	이자는 얼마나 되나요?
4907	네, 기타 다른 조건은 없나요?
4910	자세히 상담 받고 싶은데 영업점에 가야 하나요?
4912	거기가 어딘가요?
4914	인터넷으로는 안되나요?
4916	햇살론에 대해 상담부탁드려요.
4922	얼마까지 받을 수 있나요?
4924	기간은요?
4926	금리가 높을까요?
4929	금리를 낮출 수 있는 방법은 없나요?
4939	그래도 가능한가요?
4943	대출 기간은 얼마인가요?
4945	1년 거치라구요?
4948	대출서류는 뭐가 필요한가요?
4950	금리는요?
4954	직접 상담 받으려면 어떻게 하면 되나요?
4956	대출은 받고싶은데 잘 몰라서요. 안내 부탁드려요
4957	제가 예금가입된 게 있는데 신용대출 받을 수 있나요?
4962	아 왜 그런가요?
4966	정기예금 금액만큼 받을 수 있나요?
4968	인터넷뱅킹으로 신청할 수도 있나요?
4970	대출 이자는 얼마인가요?
4972	대출기한은요?
4974	인터넷으로 신청하면 바로 들어오나요?
4977	대출 기간이 남았는데 미리 상환하고 싶어서요.
4984	중도 상환 수수료는 얼마나 되나요?
4986	담보설정비는 못돌려 받나요?
4988	그러면 담보설정비와 중도상환수수료 둘다 부담하게 되는 건가요?
4997	아파트 담보대출가능 여부를 알 수 있을까요?
5002	시세의 얼마까지 가능한가요? LTV요?
5004	요즘 이자는 얼마나 되나요?
5006	70%면 금액이 좀 부족한데 어떻게 해야 하나요?
5008	그러면 담보대출 하고 모자란 것을 신용대출할까요?
5010	왜 그런가요?
5013	같은 은행에서 신용대출, 담보대출 다 받는것이 낫나요?
5016	대출을 신청하고 기다리고 있는중 인데요 생각보다 오래 걸리네요
5017	왜 대출승인이 안 나고 있나요?
5021	제가 신용도가 낮아서 그런가요?
5028	그럼 제가 해야 할 것은 무엇인가요?
5030	또 전화를 못 받으면요?
5036	인터넷으로 대출 신청 하고있는데 궁금한게 있어서요.
5037	집전화번호 필수사항 인가요?
5040	직업란에 해당되는 게 없으면 어떻해 하나요?
5042	불이익이 생기지는 않나요?
5044	심사서류는 스캔해서 내나요?
5048	저는 아파트 담보로 하려는 건데요.
5051	그럼 신청 다 된 것은 어떻게 아나요?
5053	그럼 그 다음에는요?
5056	아파트구입에 필요한 자금을 얼마까지 빌릴 수 있나요?
5058	대출이 얼마까지 되는지 어떻게 알 수 있나요?
5061	시세기준은 뭘 보고 아나요?
5062	OO은행부동산시세 기준인가요?
5064	혹시 부동산 구매가격이 더 높으면 어떻게 되나요?
5065	부동산 구매가격이 한국감정원 감정가 보다 높은 경우를 말씀하시나요?
5069	정확한 상담을 하려면 영업점에 방문해야 하나요?
5076	소상공인대출 만기 연장을 할 수 있나요?
5079	대출 원금상환 만기연장도 가능할까요?
5083	지원내용이 어떻게 되나요?
5085	어떻게 신청해요?
5087	비대면 신청은 안되나요?
5090	전화번호가 무엇인가요?
5102	어떻게 하면 되나요?
5105	대출한도는 어떻게 되나요?
5108	대출신청하면 얼마나 걸릴까요?
5110	즉시 입금된다는 건가요?
5112	상환은 어떻게 하나요?
5114	원금은 아무떄나 갚을 수 있나요?
5124	불이익이 있을까요?
5126	대출이자 지연에 대해 보통 어떻게 처리되나요?
5128	압류도 되나요?
5131	지연이자는 어떻게 내면 되나요?
5133	스마트폰으로도 되나요? 외부에 있어서요.
5136	마이너스 대출 기간을 연장하고 싶어요
5138	전화로 가능할까요?
5144	왜 그런가요?
5147	그러면 어떻게 해야 하나요?
5149	그러면 마이너스를 신규로 해야 한다는 것인가요?
5152	마이너스 통장 신규를 인터넷으로는 못하나요?
5166	그러면 어떻게 하나요?
5168	오류횟수가 5회가 되면 어떻게 하나요?
5170	준비할 서류는 있나요?
5173	그럼 똑같은 비밀번호로 해도 되나요?
5176	미성년 자녀도 인터넷뱅킹 가능한가요?
5182	아, 학생증도 가능한가요?
5186	계좌 개설은 가까운 OO은행에 가서 하면 되나요>
5190	가까운 OO은행을 안내 받을수 있을까요?
5196	대출문의 좀 하고 싶은데요
5203	어느정도 까지 대출이 될까요?
5209	이자율은 얼마에요?
5215	OO에서 카드결제를 하려고 하는데 진행이 되지 않아요. 어떤 문제 일까요?
5221	공인인증서요?
5223	공인인증서 발급이 은행을 가지않고도 가능한가요?
5225	혹시 핸드폰 필요한가요?
5227	제 명의로 된 폰이어야 하나요?
5231	그럼 핸드폰 없이는 안되는거에요?
5235	카드한도를 올리고 싶은데 어떻게 하면 되나요?
5240	700으로 가능한가요?
5242	그럼 제 실적 확인좀 해주실수 있나요?
5246	어 지난달에 200이상 쓴거 같은데요?
5248	아 그럼 얼마까지 상향 되나요?
5250	그럼 그렇게 해주세요. 이번달부터 적용되나요?
5258	지금 환율이 어떻게 되나요?
5260	우대혜택이 있나요?
5262	저는 얼마나 혜혜택을 받을 수 있나요?
5264	얼마 환전할까요?
5266	100달러 짜리는 몇장으로 드릴까요?
5268	50달러 짜리는 몇장 드릴까요?
5274	전자금융의 큰 장점은 무엇인가요?
5276	카카오페이도 전자금융인가요?
5278	카카에페이는 카카오톡 친구만 거래 가능한가요?
5280	카카오톡 친구가 아닌 경우에 이용할 수 있는 방법은요?
5282	친구추가를 하기 싫으면요?
5284	숨김,차단 친구에게 송금할 수 있나요?
5286	카카오페이머니 결제는 어떻게 하나요?
5288	카카오페이머니 결제란이 없으면요?
5290	금리가 뭔가요?
5292	그럼 이자율이란 뭔가요? 
5294	이자를 왜 지불해야 하는 건가요?
5296	화폐와 돈은 같은 개념인가요?
5298	이자를 통해서 돈다는 뜻이 뭔가요?
5300	모든 상품의 거래수단인 돈은 이자를 통해서 흘러 들어가고 흘러 나온다라고 정리하면 되나요?
5302	금융시장의 참가자는 누구누구 있나요?
5304	이자율은 월간인가요? 연간인가요?
5306	이자율은 어떻게 책정하나요?
5312	이자율에서 신용위험비용은 뭔가요?
5314	신용등급은 어찌 책정하나요?
5316	소득이 낮거나 자산이 부족하면 따라서 등급도 낮아진다는 뜻인가요?
5318	얼마나 차이가 나나요?
5320	차이가 많이 나네요?
5326	금융시장에서 신용위험도가 높은 사람은 제약을 많이 받는다는 것을 뜻하지요?
5330	다건이체 신청하려고 하는데 어떻게 해야 하나요?
5334	인터넷으로는 불가능한가요?
5336	서류는 뭐가 필요하죠?
5338	직원이 갈 경우는요?
5340	위임장 양식이 따로 있나요?
5346	그러면 바로 서비스를 이용할 수 있나요?
5350	해외송금을 하고싶은데요,가능할까요?
5357	수수료가 많은거 같은데 좀 더 저렴하게는 안될까요?
5371	대출을 받고싶은데 얼마까지 가능할까요?
5374	아파트로 대출이 얼마까지 될까요?
5378	공시가요? 그게 뭔가요?
5380	제가 얘기하는 시세랑 공시가가 다른거예요?
5382	공시가 확인도 되나요?
5384	담보대출 서류가 뭐뭐가 있나요?
5386	제가 준비하면 되나요?
5391	대학생인데요,학자금대출을 받고싶어서요.
5392	받을수있을까요?
5394	제가 처음이라 아무것도 몰라서요,어디서 받을수있나요?
5396	제가 직접신청해야하나요?
5398	신청할때 공인인증서가 필요해요?
5400	저는 공인인증서가 없는데요,어디서 만들수있나요?
5402	가면 하루만에 바로 만들어지나요?
5404	그럼,공인인증서 만들고나서 대출상담은 어디서 받을수있을까요?
5406	상담가능 시간좀 알려주실래요?
5408	지금바로 연결해주실수있나요?
5411	청년전세대금대출이 어떤건가요?
5413	청년은 몇살부터 몇살까지를 말하나요?
5415	청년 전세대금대출은 미혼만 받을수 있나요?
5417	현재 공공임대주택이 살고있어도 대출되나요?
5419	청년전세대금대출 금리는 많이 비싸나요?
5423	직장은 중소기업 재직자면 가능한가요?
5425	그럼 대출 한도는 어느정도 되나요?
5427	대출 받기 위해서는 어떤 서류가 필요하나요?
5431	카드 이용한도 상향하려면 어떻게 하나요?
5433	제 신용등급이나 이용실적으로 이용한도 상향을 못할수도 있는건가요?
5435	한도상향 신청은 어떻게 해야하나요?
5437	홈페이지말고 다른 신청 방법은 없나요?
5439	한도상향 신청시 필요한 서류가 있나요?
5441	연체 이력이 있으면 한도 상향이 어렵나요?
5443	한도 상향 신청 안해도 자동상향도 되나요?
5445	자동상향의 조건이 있나요?
5447	특별한도 신청이라고 있다던데요?
5451	대출 받고 싶은데요 어느정도 받을수 있나요?
5455	빌라도 아파트 처럼 80%까지 대출 가능한건가요?
5457	공시 시가란 무엇 인가요?
5459	그럼 공시가가 실제 거래가와는 다를 수도 있나요?
5461	공시시가 확인은 어떻게 하는 것가요?
5463	담보대출을 받을 때 필요한 서류가 뭔가요?
5465	신용대출 받고 싶은에요,대출 받을때  성인이면 대출 받을수있나요?
5467	무직자여도 가능한 대출이 있나요?
5470	이체 한도를 올리고 싶어요 할수있나요?
5472	은행 가서 하려면 필요한게 있나요?
5475	급해서 그런데 지금 바로는 안되나요?
5477	비대면 실명확인 서비스를 이용하실래요?
5490	8천만원짜리 수표도 있나요?
5499	수표 발행할때 수수료도 있다던데 맞나요?
5502	수수료 발생 안할려면요?
5505	다른 은행은 500만원짜리도 있던데요
5510	고액권 수표가 있는데 통장으로 입금 가능한가요?
5516	근데 수표가 제가 거래하는 은행꺼가 아니예요
5519	일부만 빼서 사용할려면요
5525	또 가져가야 되는거는요?
5530	백만원권 6장을 엄마통장에 보내야하는데요 바로 엄마통장으로 이체하면 되나요?
5537	근데 수표 뒷면에 보니까 이름하고 전화번호 적는게 있던데요
5539	배서가 뭐예요?
5544	6장 다 적어야 하나요?
5547	일련번호가 세장은 차례대로 인데…나머지 세장인 제각각이네요
5551	매월 정기적으로 이체하고 싶은데요
5553	네 그런것 같네요
5571	은행 기기에서 통장으로 돈 보내는게 가능해요?
5573	출금서비스는 어디서 신청하나요?
5577	폰뱅킹으로도 이체한도 조정이 가능한가요?
5579	한도를 올리려면어떻게 하면 되나요?
5583	혹시 통장이나 카드 아무것도 없을때에도 이체나 입금을 할 수 있나요?
5585	진짜요? 어떻게 하면 되요?
5591	금방 이체를 진행했는데, 내역이 왜 없을까요?
5599	인터넷뱅킹에서 이체하고나서 확인증을 받고 싶은데요 가능한가요?
5601	네 안내해 주세요
5611	인터넷으로 송금할때도 수수료가 있나요?
5615	인터넷으로 예약이체도 수수료가 있나요?
5619	네,자동이체도 수수료가 있나요?
5623	인터넷에서 인증서 없이는 거래가 아예 안되나요?
5631	이체한도를 바꾸고 싶 은데 방법이 있을까요?
5637	잘 몰라서요 천천히 알려주세요
5651	청약상품을 가지고 있는데  다른 은행에서 자동이체를 하려고 하는데 가능한가요?
5655	인터넷뱅킹 1회 이체한도는 어디에서 조회하면 되나요?
5671	제가 수신거래 골드플러스 고객인데 인터넷 전자서명대출 대상고객이되는지 확인해주세요
5677	그럼  전세보증금을 담보로 인터넷대출 가능한가요?
5679	왜 그런가요?
5683	네, 한가지 더요. 인터넷 스피드전자서명대출에서 예금담보대출의 이자는어떻게되죠?
5691	제 계좌에서 외화계좌로 돈을 보낼수 있나요?
5693	조건이 있나요?
5699	거래가 가능한 시간은 언제지요?
5705	인터넷으로도 이체가 가능할까요?
5707	또 다른 문의사항 있으실까요?
5711	외국계좌에서 제 한국계좌로 돈을 보낼수 있나요?
5713	뭐 조건 같은것도 없고요?
5719	거래가 가능한 시간이 정해져 있나요?
5725	은행 안가고 인터넷으로도 송금이 가능한가요?
5733	특별한 조건 같은것이 있나요?
5739	아무때나 거래가 가능한가요?
5745	이체할때 핸드폰으로도 가능한가요?
5751	이체한도에 걸렸어요. 이체한도 올리고 싶은데요. 가능하나요?
5755	그럼 올리는거는요?
5761	이체하다가 잘못 보내면 취소되나요?
5763	아예 못 돌려받는다는 얘기예요?
5771	오늘 이체했는데 내역에 뜨는게 없어요
5779	이체하고나서 확인증이 필요한데 출력가능해요?
5785	예전 거래내역을 좀 찾고싶은데요?
5791	인출기에서 돈 뽑는데 70만원밖에 안되요? 
5793	그게 뭔가요?
5799	그러면 이 제한을 풀려면 어떻게 해야되요?
5803	이 조건을 풀면 저는 자동화기기에서 계좌송금 1회 한도는 얼마까지 가능한가요?
5811	은행에서 출금하는데 50만원에서 멈췄어요. 잔액은 있어요.
5813	대포통장 뭐라고요?
5815	자세히 설명 좀 해주세요
5819	다시 통장을 제대로 사용하고 싶은데요?
5823	자동화기기에서 계좌이체 1일 한도는 얼마까지 가능한가요?
5831	인터넷뱅킹 으로 이체할 수 있는 최대금액이 얼마예요?
5835	좀 부족한데. 좀 늘릴 방법은요?
5839	보안등급을 어떻게 높여요? 쉬워요?
5843	네,OTP카드를 사용하면 얼마까지 이체가 되는데요?
5851	인터넷으로 돈을 부쳤는데 보낸사람 계좌번호를 확인할 방법이 있나요?
5853	그런 방법 좀 알려주세요
5863	텔레뱅킹 쓰는데요  이체한도를 변경하고 싶은데 전화로 가능해요?
5865	그럼요?
5871	인터넷으로  송금했는데 그 쪽 입금계좌번호를 잊어버렸어요.. 확인 가능한가요?
5873	다행이네요 좀 알려주세요
5891	제일은행에 청약통장이 있는데요. OO은행에서 이 통장으로 자동이체를신청 하고싶은데 되나요?
5895	네,인터넷뱅킹 1일 이체한도를 알 수 있을까요?
5911	인터넷으로 대출 신청했는데요 결과 좀 알수 없을까요?
5921	신용카드 단기카드대출 한도는 언제 생성되요?
5931	폰뱅킹으로 대출원금 상환 해도 되나요?
5933	학자금대출도 폰뱅킹으로 상환가능한가요?
5935	꼭 은행 직접 방문해서 해야되요?
5937	거래가능시간은요?
5941	카드 재발급을 받았는데 대출신청이안되요. 급한데.해결좀 해주세요
5943	오마이갓 그럼 어떻게 해야하나요?
5951	은행 기계에서 돈 출금하는데 제 한도가 60만원이더라구요. 나만?
5953	제가 뭐 잘못했나요?
5955	장기 뭐요?
5959	통장 다시 살리고 제대로 사용하고 싶어요. 처리해주세요
5963	자동화기기에서 송금은 한번에 얼마까지 되요?
5971	이체한도 1일 어떻게 되나요?
5975	증액 가능한가요?
5977	방법은요?
5979	제가 하는건가요?
5983	네,OTP카드를 사용하면 한도가 얼만데요?
5990	1일 이체 한도좀 바꿀려고요
5991	이체한도를 어떻게 바꾸고 싶으세요?
5996	익숙하지 않아서 자세히 천천히 안내좀 부탁해요
6010	아들용돈을 챙기기가 어려워서 매달 1일날 자동으로 돈이 빠져나가게 하는거 하고 싶어요
6030	통장이 없이도 은행ATM기에서 이체나 뭐 그런 업무를 할 수 있나요?
6036	한도바꿀때 폰뱅킹으로도 할 수 있나요?
6038	아 한도 올리는건 안되는건가요?
6042	혹시,통장과 카드 모두 없는데 자동화기기에서 송금도 할 수 있나요?
6044	편하겠네요. 방법좀 알려주세요
6050	출자금 통장에 있는 돈을 타 은행 통장으로 이체하고 싶은데요?
6052	왜요? 둘다 제 통장인데?
6056	네,인터넷뱅킹에서 이체가 차단되서 ㅅ앱으로 할려고 하는데 그것도 안되더라구요.  뭐 아무것도 안되는거예요?
6062	네,자금이체서비스 자동이체신청 할때  연계계좌로 신청이 가능한가요?
6070	대출받은게 있는데. 인터넷으로 상환 가능한가요?
6080	네,마이너스통장의 대출이자는 언제통장에서 빠져나가요? 오늘 안 나갔던데 
6082	매번 금액이 다르던데요?
6089	무엇을 도와드릴까요 고객님?
6090	인터넷으로  개인신용대출 확인가능한가요?
6100	대출신청하고 받기까지 어느정도 걸리나요ㅕ?
6102	카드대출하면 돈이 어디로 입금되나요?
6109	은행 자동화 기기에서는 어떤 업무를 할 수 있나요?
6111	편의점에 있는 기계에서도 이런 업무들이 가능해요?
6116	자동화기기에서 수표거래도 되나요?
6118	입금한도도 제한이 있나요?
6120	무통장/무카드 송금은 뭐에요?
6122	아무것도 안 가져가도 처리가 된단 말이네요?
6124	그거 저도 신청하고 싶어요?
6126	한도가 있나요?
6129	전세대출 받고 싶은데요?
6138	어느정도 받을 수 있나요?
6140	이자는요?
6142	전세대출시 주의할 점은요?
6150	대출상환 하려고 합니다.  인터넷으로도 가능한가요?
6160	네, 대출이자는 언제 출금되나요?
6162	이자 금액이 매번 다르던데요?
6169	저 스마트폰 생체 인식으로 이체까지  할 수 있나요?
6173	스마트폰이면 다 되나요?
6175	등록할때 필요한게 있나요?
6177	그럼 휴대폰이 부모님 명의면 안되나요?
6179	안내드릴까요?
6184	스마트폰이랑 패드 둘다 등록되나요?
6189	담보대출이 가능 한가요?
6191	지금 구입하려는  아파트 담보 대출 가능할까요?
6193	신청방법 안내 부탁해요
6198	요새 이율이 어떄요?
6200	최대 몇 년까지 갚을 수 있나요?
6202	방문해서 대출처리 해야 하나요?
6204	필요한 서류 불러주세요
6209	큰일났어요.엉뚱한 데로 이체를 했어요
6212	그럼 제 돈은요?
6216	그 사람이 동의 안해주면요?
6218	뭐가 그래요?
6220	금액이 크면 어쩔건데요. 그 사람도 도둑놈도 아니고 참
6222	받은 사람 연락처좀 알려주세요
6229	제 앞으로 신용대출이 가능한지 상담좀 받고 싶어요
6235	대출가능한도 부터 알려주세요
6237	직업은 어떻게 되시나요?
6240	필요한 서류는요?
6242	방문 안하고 인터넷으로는 안되요?
6244	언제가면 되요
6246	점심시간이 있어요?
6249	보험료 자동이체 처리 도와주세요
6251	고객님 인터넷 뱅킹 하시나요?
6262	통장에 돈이 안 들어있으면요
6264	해지는 어떻게 해요?
6269	보안카드 없이도  이체 할 수 있어요?
