,대화셋일련번호,content
4229,A32939,환율 우대를 받을 수 있나요?
4230,A32939,고객등급에 따라 최대 90%까지 우대환율이 적용됩니다.
4231,A32939,그러면 인터넷에서 환전하면 자동으로 우대환율이 적용되나요?
4232,A32939,"네, 고객님 등급에 따라 자동 적용됩니다. "
4233,A32939,혹시 영업점에 직접 가면 더 받을 수도 있나요?
4234,A32939,우대환율 말씀이세요?
4235,A32939,네 그렇습니다.
4236,A32939,영업점 VIP실에서 상담하시면 더 받으실 수도 있습니다.
4237,A32940,입출금 되는 내역을 스마트폰 앱에서 알림톡으로 받을 수 있나요?
4238,A32940,네 가능합니다
4239,A32940,스마트폰 앱은 이미 설치했는데요.
4240,A32940,어디서 하는지 모르겠어요. 어떻게 하나요?
4241,A32940,스마트폰 뱅킹 앱 알림을 켜 주셔야 가능합니다.
4242,A32940,스마트 폰 앱 알림센터에 가서 알림설정이 되어 있는지 확인해 주시겠어요?
4243,A32940,네
4244,A32940,스마트폰 앱 알림이랑 문자 알림이랑 다른가요?
4245,A32940,스마트폰 앱 알림은 앱에서 고객님 계좌 변동이 있을때 알림기능이 오는 것입니다.
4246,A32940,문자 알림은 유료인가요?
4247,A32940,네 문자알림은 월 700원의 이용료가 있습니다.
4248,A32940,스마트폰은 무료인가요?
4249,A32940,"네, 앱에서 알림이 가는 것이므로 수수료가 없습니다."
4250,A32940,아 그런거군요.
4251,A32940,1만원 이상 거래내역만 알림을 받도록 설정할 수도 있나요?
4252,A32940,"문자서비스는 가능하고, 스마트폰 앱알림은 그런 설정이 되지 않습니다."
4253,A32940,아 그렇군요.
4254,A32940,문자알림서비스 등록해 드릴까요?
4255,A32940,아니에요. 스마트폰 앱알림 쓰죠.
4256,A32940,알겠습니다. 고객님. 행복한 하루 되세요.
4257,A32941,대학등록금 인터넷 뱅킹으로 납부되요?
4258,A32941,"네, 인터넷뱅킹이나 스마트폰뱅킹에서 대학등록금 납부하실 수 있습니다."
4259,A32941,등록금 메뉴를 찾아도 안 보여서요.
4260,A32941,어느 메뉴로 들어가나요?
4261,A32941,공과금납부 하위 메뉴에 등록금 납부 메뉴가 있습니다.
4262,A32941,대학이름과 학번만 알아도 납부할 수 있나요?
4263,A32941,아니요. 가상계좌번호를 입력하셔야 납부가 가능합니다.
4264,A32941,등록금 고지서를 잃어버렸어요.
4265,A32941,가상계좌번호를 어떻게 알 수 있나요?
4266,A32941,가상계좌번호는 학교에 직접 문의하셔야 합니다.
4267,A32941,네 알겠습니다.
4268,A32941,추가 문의사항 있으십니까?
4269,A32941,"네, 한가지 더 있어요."
4270,A32941,신용카드로도 등록금을 낼 수 있나요?
4271,A32941,"네, 신용카드로도 납부 가능하십니다."
4272,A32941,당행 카드를 소지하고 계신가요?
4273,A32941,"네, 카드를 가지고 있어요."
4274,A32941,"그럼 뱅킹앱이 아니라, 카드앱을 깔아 주셔야 합니다."
4275,A32941,카드앱 안 까는 방법은 없나요?
4276,A32941,그러면 인터넷으로 카드사 홈페이지에 접속하셔서 처리하실 수도 있습니다.
4277,A32942,"오픈뱅킹 가입 안내 문자를 받았는데, 오픈뱅킹이 무엇인가요? 설명 부탁드려요."
4278,A32942,오픈뱅킹은 다른은행 계좌를 당행 인터넷 뱅킹에서 한번에 관리할 수 있는 편리한 서비스입니다.
4279,A32942,어떤 관리를 할 수 있나요?
4280,A32942,타은행 계좌잔액과 거래내역까지 조회하실 수 있습니다.
4281,A32942,혹시 타은행 계좌에서 이체도 가능한가요?
4282,A32942,"네, 타은행 계좌이체도 가능합니다. 또한, 당행의 오픈뱅킹에 등록하시면 계좌이체 수수료가 0원입니다."
4283,A32942,토스의 경우 월 5회만 무료이던데요.
4284,A32942,당행 오픈뱅킹은 현재 월 제한 없이 이체수수료가 무료입니다.
4285,A32942,와 정말 좋네요.
4286,A32942,또 다른 장점이 있나요?
4287,A32942,타은행에 흩어져 있는 잔액들을 당행 계좌로 모아서 충전하여 관리할 수 있습니다.
4288,A32942,그럼 돈이 새지 않아서 좋네요.
4289,A32942,가입대상에 제한이 있나요?
4290,A32942,"만 14세 이상의 개인, 개인사업자, 개인임의단체면 누구든지 가입 가능합니다."
4291,A32942,어떻게 이용하면 되나요?
4292,A32942,스마트폰 뱅킹앱에서 오픈뱅킹 메뉴 아래 다른 은행 계좌를 등록후 이용하시면 됩니다.
4293,A32942,그러면 타은행 서비스까지 이용할 수 있나요?
4294,A32942,"다른은행 입출금, 예적금, 펀드의 잔액조회는 물론 거래내역, 출금, 당행 상품가입까지 편리하게 이용하실 수 있습니다."
4295,A32942,이용 가능시간은 언제인가요?
4296,A32942,오픈뱅킹 서비스는 연중무휴로 00:05부터 23:55까지 사용가능합니다. 
4297,A32943,중소기업 청년전세대출이 만기연장이 가능한가요?
4298,A32943,"네 고객님, 중소기업 청년전세대출을 언제부터 이용하셨나요?"
4299,A32943,2년 전 부터입니다.
4300,A32943,만기일은 언제인가요?
4301,A32943,2개월 뒤에요.
4302,A32943,본 대출은 2년이 최대입니다. 
4303,A32943,그러면 어떻게 해야 하나요?
4304,A32943,다른 대출로 전환하실 수 있습니다.
4305,A32943,그게 무슨 뜻인가요?
4306,A32943,중소기업 청년전세대출이 만기가 되면 버팀목 대출로 갈아타실 수 있습니다.
4307,A32943,버팀목 전세대출은 금리가 더 높나요?
4308,A32943,"네, 조금 더 높습니다."
4309,A32943,왜 그런가요?
4310,A32943,중소기업 청년전세대출은 1%대의 초저금리로 최대 2년까지 혜택을 주는 프로그램이기 때문입니다.
4311,A32943,버팀목 전세대출도 지원 프로그램인가요?
4312,A32943,"네, 무주택자를 위한 지원프로그램으로, 중소기업 청년전세대출보다는 높지만, 일반 전세자금 대출보다는 금리가 낮습니다."
4313,A32943,네 알겠습니다.
4314,A32943,언제까지 신청하면 되나요?
4315,A32943,기존 대출 만기일 전까지면 오셔서 버팀목 대출로 전환해 주시면 됩니다.
4316,A32943,그렇군요. 
4317,A32944,집단중도금 대출하려고 하는데 모르는게 많네요. 도와주실수 있을까요?
4318,A32944,인터넷 뱅킹에 접속중이신가요?
4319,A32944,"네, 접속중입니다."
4320,A32944,로그인후 대출-담보대출-집단중도금 대출을 선택해 주세요.
4321,A32944,네 선택했어요.
4322,A32944,그럼 상단에 신청안내 아래 인터넷신청 가이드가 보이시나요?
4323,A32944,네
4324,A32944,그 부분을 클릭하시면 집단중도금 대출가이드를 다운로드 하실 수 있어요.
4325,A32944,그 자료를 보면 상세히 나오나요?
4326,A32944,"네 그렇습니다. 분양신청, 대출관련 필요서류를 대출취급 영업점에 제출하시고, 인터넷 집단 중도금대출 신청하시면 됩니다."
4327,A32944,그럼 그 심사는 누가 하나요?
4328,A32944,해당 영업점에서 심사하여 통과하면 대출실행후 분양대금을 회차별로 입금받게 되십니다.
4329,A32944,파일 다운 받아 보아도 어려울 것 같네요.
4330,A32944,"인터넷 신청 가이드 보신 후에 이해가 잘 안되시면, 영업점에 한번 방문하셔서 직접 상담 받으셔도 됩니다."
4331,A32944,네. 알겠습니다.
4332,A32944,대출신청시간은 영업시간만 가능한가요?
4333,A32944,아닙니다. 은행영업일 및 휴일에도 7:00부터 24:00까지 가능합니다.
4334,A32944,아 네 알겠습니다.
4335,A32944,추가 문의사항이 있으신가요?
4336,A32944,지금은 괜찮습니다. 추가 문의사항 생기면 다시 연락드릴께요.
4337,A32945,대출신청했는데 어느정도 진행되었는지 어디서 확인이 가능할까요?
4338,A32945,인터넷이나 스마트폰에서 확인 가능하십니다.
4339,A32945,대출결과는 어떻게 알 수 있나요?
4340,A32945,대출결과도 인터넷뱅킹과 스마트폰뱅킹에서 확인 가능합니다.
4341,A32945,문자안내는 없나요?
4342,A32945,가령 추가서류가 필요한 경우라던가요.
4343,A32945,"문자로도 안내드리고, 인터넷 및 스마트폰에서도 확인 하실 수 있습니다."
4344,A32945,추가서류는 어떻게 내면 되나요? 은행에 직접 방문해야하나요?
4345,A32945,아닙니다. 인터넷으로도 사후서류제출 메뉴를 통하여 제출하시면 됩니다.
4346,A32945,담보대출 전자서명? 그게 뭔갗요?
4347,A32945,고객님께서 본 은행 영업점에서 작성하신 “설정계약서” 등을 대법원 인터넷등기소에 접수하기 위해 공인인증서로 본인임을 확인하는 절차입니다.
4348,A32945,"네, 신청인만 확인하면 되나요?"
4349,A32945,아닙니다. 만약에 부동산 소유자가 공동명의인 경우에는 소유자 모두가 전자서명을 하셔야 합니다.
4350,A32945,신청인만 서명하면 안된다는 말씀인가요?
4351,A32945,"네, 전자서명이 완료되지 않을 경우에는 등기 설정이 불가능하여 대출 실행이 제한될 수 있습니다."
4352,A32945,저와 남편 공동명의인대요.
4353,A32945,"그러면, 배우자정보제공동의 및 세대원정보제공동의를 해 주셔야 합니다."
4354,A32945,이것도 인터넷으로 되는 건가요?
4355,A32945,네 그렇습니다. 인터넷 뱅킹으로 처리하실 수 있습니다.
4356,A32945,"네, 알겠습니다."
4357,A32946,대출금 상환에 대해 몇가지 질문이 있습니다. 
4358,A32946,"네, 고객님 무엇을 도와드릴까요?"
4359,A32946,대출금 일부를 상환하고 싶은데요.
4360,A32946,"네, 인터넷, 스마트폰, 영업점 방문 중 한가지 방법을 선택하실 수 있습니다."
4361,A32946,어떤 방법이 편리하신가요?
4362,A32946,인터넷 뱅킹으로 처리하고 싶습니다.
4363,A32946,대출 메뉴 중 대출금상환 메뉴에서 하시면 됩니다.
4364,A32946,설명을 조금 더 해주실수 있나요?
4365,A32946,상환구분에서 일부상환을 선택하시면 대출금 상환 예상금액이 나옵니다.
4366,A32946,네 알겠습니다.
4367,A32946,"예금담보대출 중 절반을 상환하려고 하는데, 그러면 질권설정금액을 줄일 수 있나요?"
4368,A32946,예부적금담보대출을 일부 상환하신 경우 담보예부적금계좌의 질권설정금액 감액은 영업점을 통해서만 가능합니다.
4369,A32946,이자는 어떻게 되나요?
4370,A32946,원금 잔액에 대해 상환일까지 일할 계산되어 대출금 상환 예상조희에서 확인하실 수 있습니다.
4371,A32946,아 그렇게 되는군요. 그럼 우선 대출금 상환예상조회를 해 봐야 겠어요.
4372,A32946,여러 번 해봐도 되나요? 상환금액 다르게 해서요?
4373,A32946,"네, 상관 없으세요. 예상액을 조회하는 메뉴입니다."
4374,A32946,상환하고 나면 결과내역은 문자로 오나요?
4375,A32946,인터넷 뱅킹에서 처리하시면 바로 확인하실 수 있습니다.
4376,A32946,"네, 감사합니다."
4377,A32947,대출을 받았는데 기한 연장이 가능할까요?
4378,A32947,만기일로부터 1개월 이내 대출계좌에 한하여 연장이 가능합니다.
4379,A32947,어디서 하나요?
4380,A32947,가까운 영업점에서 신청하시거나 인터넷뱅킹에서 신청하실 수 있습니다.
4381,A32947,저도 가능하다는 말씀이군요.
4382,A32947,"기본적으로 1년 단위 갱신이 가능한 상품은 대출연장이 가능하지만, 최장대출기간에 도래한 상품은 재대출을 받으셔야 합니다."
4383,A32947,이미 만기가 경과한 경우에는 어떻게 하나요?
4384,A32947,만기 경과 계좌인 경우 가까운 영업점에서 신청해 주시기 바랍니다.
4385,A32947,만기는 어디서 확인하나요?
4386,A32947,인터넷이나 스마트폰 뱅킹 접속하시면 대출메뉴에서 확인하실 수 있습니다.
4387,A32947,지금 접속해서 확인 좀 하고 싶은데요.
4388,A32947,"네, 고객님 확인하시고 추가문의 해 주세요."
4389,A32947,기한연장시 상환대상금액이 있는 경우 대출금 상환 후 하라는 것이 무슨 뜻인가요?
4390,A32947,상환금이 남아있으시면 상환하시고 다시 대출신청하시라는 이야기입니다.
4391,A32947,상환하지 않고 기한만 연장하고 싶은데요.
4392,A32947,자동기한연장이 가능한 대상이시면 가능합니다.
4393,A32947,저의 경우는 어떠한가요?
4394,A32947,"고객님은 자동기한연장이 끝나셔서, 대출금 상환후 다시 신청해 주셔야 합니다."
4395,A32947,그럼 연장이 안되는 거네요.
4396,A32947,"네, 죄송합니다."
4397,A32948,대출금리가 다른 친구들보다 높은것 같은데 상품이 다른건가요?
4398,A32948,금리를 낮출 방법이 없나요?
4399,A32948,신청일 현재 개인대출을 보유중인 고객 중 신용등급이 상승한 고객은 금리인하를 요구하실 수 있습니다.
4400,A32948,전세자금대출도 신청 가능한가요?
4401,A32948,"네, 신용대출, 부동산담보대출, 전세자금대출 모두 신청가능합니다."
4402,A32948,신청했는데 안되는 경우도 있나요?
4403,A32948,"예금, 청약, 펀드 등의 담보대출이나, 신용등급에 의해 금리차이가 발생하지 않는 대출은 신청해도 불가능합니다."
4404,A32948,어디서 신청하나요?
4405,A32948,인터넷이나 영업점에서 신청하시면 됩니다.
4406,A32948,인터넷 신청절차를 조금 더 자세히 말씀해 주세요.
4407,A32948,"우선, 신청사유와 함께 인터넷금리인하요구권을 신청해 주세요."
4408,A32948,그러면 끝인가요?
4409,A32948,"아니요, 신용평가 및 심사란에 연소득금액, 재직회사 및 기간 등 심사 필요정보 입력합니다."
4410,A32948,증빙 제출은 없나요?
4411,A32948,행정기관 정보조회(스크래핑)를 통한 서류 제출하게 됩니다.
4412,A32948,행정기관 정보조회로 안되면요?
4413,A32948,행정기관 정보조회(스크래핑)를 통해 서류제출이 불가한 경우 영업점 방문해 주셔야 합니다.
4414,A32948,네 알겠습니다.
4415,A32948,그럼 우선 비대면 신청부터 할께요.
4416,A32948,"네, 고객님 인터넷으로 신청해 주십시요."
4417,A32949,보통 대출금리 확인은 어디서들 하나요?
4418,A32949,일반적 대출금리 소개는 인터넷뱅킹의 대출상품별 안내페이지에서 확인할 수 있습니다.
4419,A32949,거기에는 얼마부터 얼마까지 이렇게 안내되어 있던데요
4420,A32949,"네, 최저금리부터 최고금리까지만 명시하고 있습니다."
4421,A32949,저에게 적용되는 금리를 알려면 어떻게 해야 하나요?
4422,A32949,고객님에게 적용되는 금리는 서류 심사 이후 정확하게 안내해 드릴 수 있습니다.
4423,A32949,네 알겠어요.
4424,A32949,그럼 이자율 변동을 볼 수 있는 곳이 있나요?
4425,A32949,"네, 인터넷 뱅킹내에 대출가이드 메뉴에 가시면 가계대출금리 변동을 확인하실수 있습니다."
4426,A32949,변동금리만 나오나요?
4427,A32949,아닙니다. 변동금리 뿐 아니라 고정금리도 확인하실 수 있습니다. 
4428,A32949,변동금리를 선택하는 것이 이득인가요?
4429,A32949,금리가 내려가는 추세이면 변동금리를 선택하는 것이 유리합니다. 
4430,A32949,혹시 중간에 상환하면 수수료가 발생하나요?
4431,A32949,중도상환수수료가 발생할 수 있습니다.
4432,A32949,중도상환 수수료는 얼마나 되나요?
4433,A32949,"보통, 도상환원금 x 수수료율 x (잔존일수 ÷ 대출기간)로 계산하는데 대출기간이 3년을 초과하는 시점부터는 발생하지 않습니다."
4434,A32949,3년 이후 중도 상환하면 수수료가 없다는 거네요.
4435,A32949,네 그렇습니다.
4436,A32949,"네, 잘 이해했습니다."
4437,A32950,대출금을 연체하면 어떻게 되나요?
4438,A32950,이자를 2개월치 연체했어요.
4439,A32950,이자를 연체하신 경우 지연배상금액이 부과됩니다.
4440,A32950,지연배상금? 그게 뭔가요?
4441,A32950,약정이자율에 연체가산이자율을 더해서 지연배상금률을 정하고 이것이 연체이자율로 가산됩니다.
4442,A32950,어렵네요. 제가 이해한 것이 맞는지 보세요.
4443,A32950,연체한 만큼 가산이자율이 붙어서 이자가 늘어난다는 거죠?
4444,A32950,"네, 연체한 이자는 약정이자율보다 높은 연체가산이자율이 적용됩니다."
4445,A32950,제가 100만원 2개월치 연체했는데 어떻게 되나요?
4446,A32950,"1개월 연체된 100만원은 지연배상금이 3,333원이라서 1,003,333원이지만 2개월 연체된 100만원은 1개월 이상 지체시 기한의 이익이 상실되어 160만원이 됩니다. 따라서 총 260만 3333원을 내셔야 합니다."
4447,A32950,2개월 연체 시점부터는 이자가 엄청나게 올라가네요.
4448,A32950,원리금 분할상환인데 연체했으면 달라지나요?
4449,A32950,지연배상금액 산정방법이 달라집니다.
4450,A32950,원금 연체분도 지연배상금율이 적용되나요?
4451,A32950,네 그렇습니다.
4452,A32950,다음달에도 못갚으면 어떻게 되나요?
4453,A32950,"지연배상금액이 계속 커질 뿐만 아니라, 신용등급이 크게 하락할 수 있습니다."
4454,A32950,"네, 빨리 해결할게요."
4455,A32950,마지막으로 연체가산이자율은 얼마인가요?
4456,A32950,현재 기준으로 연체가산이자율은 3%입니다.
4457,A32951,혹시 담보가 없어도 대출이 되나요?
4458,A32951,"네, 신용대출을 이용하시면 됩니다."
4459,A32951,어떤 상품인가요?
4460,A32951,현 직장에서 12개월 이상 재직중인 직장인 및 은행 주거래 고객을 위한 맞춤 상품입니다.
4461,A32951,한도가 얼마인가요?
4462,A32951,"무보증 최고 한도는 1억 5천만원이고, 대출한도는 신용평가에 따라 차등 적용됩니다."
4463,A32951,우대금리를 받을 수 있나요?
4464,A32951,"별도의 우대금리 충족조건 없으며, 중도상환수수료도 면제됩니다."
4465,A32951,일반대출 형태인가요?
4466,A32951,"고객님의 필요에 따라, 일반대출 및 마이너스통장 대출 모두 가능합니다."
4467,A32951,마이너스 통장 대출이 좋겠네요.
4468,A32951,은행에 방문해야 하나요?
4469,A32951,아닙니다. 본 상품은 온라인 전용 상품으로 인터넷뱅킹 및 스마트폰뱅킹에서 24시간 365일 언제든지 간편하게 신청하실 수 있습니다.
4470,A32951,현 직장에 12개월 이상 재직중이지 않은 경우에는 불가능한가요?
4471,A32951,당행 주거래 고객이시면서 개인신용평가시스템에 의해 대출한도가 산정되는 고객이면 12개월 이상 현 직장에서 근무하시지 않은 경우에도 승인됩니다.
4472,A32951,대출기한 및 상환방법 알려주세요.
4473,A32951,마이너스 대출형태이면 만기에 일시상환하시면 됩니다.
4474,A32951,만기가 언제인가요?
4475,A32951,기본 1년 단위로 연장되며 최장 10년까지 연장됩니다.
4476,A32951,감사합니다.
4477,A32952,자동차 구입할때 대출할 수 있나요?
4478,A32952,네 자동차구입 대출 상담해 드리겠습니다.
4479,A32952,신차 구매 예정이신가요?
4480,A32952,"네, 신차구매 하려고 합니다."
4481,A32952,제가 대출 신청 자격이 될까요?
4482,A32952,"신차를 구입하는 고객으로 소득 증빙이 가능한 만 19세 이상의 고객을 대상으로 하고 있습니다. 대출대상은 근로소득자(6개월 이상), 사업소득자(12개월 이상), 연금소득자입니다."
4483,A32952,네 그럼 대출이 가능할 것 같네요.
4484,A32952,대출금액은 얼마나 받을 수 있나요?
4485,A32952,자동차판매가격 중 차량가격이내로 서울보증보험 보증한도 이내로 최저 3백만원부터 최고 6천만원까지 대출 가능합니다.
4486,A32952,신청은 어디서 하나요?
4487,A32952,"안내해 드리는 자동차론은 캐피탈 대비 유리한 금리조건으로 신규자동차를 구매하려는 고객을 위한 비대면 전용 대출상품입니다. 별도의 취급수수료, 보험료, 근저달성정 부담이 없는 상풉입니다. "
4488,A32952,비대면 전용이면 온라인으로 신청하라는 거죠?
4489,A32952,"네, 인터넷뱅킹이나 스마트폰뱅킹으로 신청하시면 됩니다."
4490,A32952,대출기간은 어떻게 되나요?
4491,A32952,최소 1년부터 최대 10년까지 원리금균등분할 상환조건입니다.
4492,A32952,혹시 중고차를 사는 경우에도 대출이 되나요?
4493,A32952,"네, 가능합니다. 단 최초 자동차등록일로부터 15년 이내인 차량으로 대출실행 후 소유권 이전 필수이며, 자동차매매업자가 알선하지 않은 개인간 매매거래 제외됩니다."
4494,A32952,이것도 온라인전용 상품인가요?
4495,A32952,"네, 그렇습니다. 온라인전용 상품이 더 조건이 좋습니다."
4496,A32952,"네, 더 살펴보고 신청할께요."
4497,A32953,집을 사려고하는데 현재는 무주택자입니다. 
4498,A32953,저 같은 사람들을 위한 대출상품이 있을까요?
4499,A32953,"네, 주택도시기금 대출상품을 안내해 드리겠습니다."
4500,A32953,구입하시려는 주택가격이 5억원 이하인가요?
4501,A32953,네네 5억은 넘지 않아요
4502,A32953,부부합산 연소득이 6천만원 이하이신가요?
4503,A32953,아뇨 이상입니다. 
4504,A32953,혹시 미셩년 자녀가 있으신가요?
4505,A32953,"네, 미성년 자녀가 두명 있습니다."
4506,A32953,그런 경우에는 부부합산 연소득 7천만원까지 가능합니다.
4507,A32953,"네, 그럼 가능할 것 같아요."
4508,A32953,대출기간과 거치기간도 알려주세요.
4509,A32953,"대출기간은 10년부터 30년까지 가능하시고, 거치를 원하시면 1년 거치후 원리금균등분할상환 또는 체증식분할상환 중에 선택하실 수 있습니다."
4510,A32953,대출한도는 얼마나 되나요?
4511,A32953,"담보평가 및 소득금액에 따른 대출가능금액 이내에서 호당 최고 2억원 이내이며, 단, 신혼가구는 2억 2천만원, 2자녀(미성년자) 이상인 가구는 2억 6천만, 만 30세 이상 미혼인 단독세대주는 최고 1억 5천만원 이내입니다."
4512,A32953,금리는 얼마나 혜택을 받을 수 있나요?
4513,A32953,"기본 금리는 연 1.85%~2.4%이며, 국토교통부 고시에 따른 고정금리 또는 5년단위 변동금리 중 선택가능합니다. 체증식 분할상환을 선택하는 경우에는 고정금리만 적용가능합니다."
4514,A32953,우대금리를 받을 수 있는 방법은 없나요?
4515,A32953,"연소득 6천만원 이하 한부모가구는 연 0.5%p, 생애최초주택구입자 장애인 다문화 신혼가구는 각 연 0.2%p, 다자녀가구(미성년 자녀* 3인 이상)은 연 0.7%p, 2자녀가구(미성년 자녀* 2인)은 연 0.5%p, 1자녀가구(미성년 자녀* 1인)은 연 0.3%p의 우대금리를 받으실 수 있습니다. "
4516,A32953,상세한 내용은 보내드리는 페이지를 참고해 주세요.
4517,A32954,대출금액과 그에 따른 이자를 미리 계산좀해 볼 수 있을까요?
4518,A32954,"네, 대출계산기를 통해 계산해 보실 수 있습니다."
4519,A32954,상환방법에 따라 다른 것 같아서 복잡하네요.
4520,A32954,원리금 균등상환이 뭐에요?
4521,A32954,대출원금과 이자를 대출기간 동안 매달 같은 금액으로 나누어 갚아나가는 방식입니다.
4522,A32954,그럼 원금균등상환과 다른가요?
4523,A32954,"네, 다릅니다. 원금균등상환이란 대출원금을 대출기간으로 나눈 할부 상환금에 월별 이자를 합하여 갚는 방식입니다."
4524,A32954,매월 같은 돈이 빠져나가게 하고 싶어요.
4525,A32954,그러면 원리금 균등상환을 선택하시면 됩니다.
4526,A32954,원금 상환이 좀 부담이 되는데 다른 방식은 없나요?
4527,A32954,원금만기일시상환을 하시면 이자만 내시면 됩니다.
4528,A32954,원금은 만기에 내는 건가요?
4529,A32954,"네, 대출기간동안은 이자만 내시고, 만기에 대출금을 모두 갚는 방식입니다."
4530,A32954,이렇게 할 수 있나요?
4531,A32954,상품마다 다른데 보통은 원리금균등상환 또는 원금균등상환방식으로 설정됩니다.
4532,A32954,네 알겠습니다.
4533,A32954,그럼 제가 대출계산기에 넣어보면 되겠네요?
4534,A32954,네 그렇습니다.
4535,A32954,이자율은 어떻게 알 수 있어요?
4536,A32954,"정확한 이자율 안내는 힘들고 대출상품별 이자를 참고하셔서 계산해 보시는 도움 받으실 수 있고, 정확인 이자는 심사이후에 안내받으실 수 있습니다."
4537,A32955,인터넷으로 신용대출을 해보려고 하는데 문의 드릴게요
4538,A32955,"네, 인터넷 대출신청을 도와드릴께요."
4539,A32955,어떤 대출을 신청하셨나요?
4540,A32955,생활비 대출을 신청했어요.
4541,A32955,어떤 부분을 도와드릴까요?
4542,A32955,신분증 사본까지 접수했는데 그 다음에 뭘 하면 될까요?
4543,A32955,고객님의 신용등급을 확인후 승인여부에 대한 답변을 받으실 거에요.
4544,A32955,네 알겠습니다.
4545,A32955,또 궁금한 사항이 있으신가요?
4546,A32955,대출한도가 어떻게 되나요?
4547,A32955,본 상품은 최대한도 200만원입니다.
4548,A32955,대출 승인이 되면 언제 돈이 들어오나요?
4549,A32955,"승인되면, 즉시 지정하신 계좌로 입금됩니다."
4550,A32955,혹시 대출이 거절되면요?
4551,A32955,거절되는 경우에는 문자를 받으시게 될 것입니다.
4552,A32955,네 알겠습니다
4553,A32955,거절되는 경우 사유를 알 수 있나요?
4554,A32955,그런 경우에는 고객센터로 직접 전화 문의하셔야 합니다.
4555,A32955,네 알겠습니다.
4556,A32955,도움이 되셨길 바랍니다. 감사합니다.
4557,A32956,전세대출 상담을 받고 싶어요.
4558,A32956,네 고객님 상담해 드릴께요.
4559,A32956,직장인이신가요? 자영업자이신가요?
4560,A32956,직장인이에요.
4561,A32956,"네, 그러면 전세자금대출 가능하십니다."
4562,A32956,얼마나 대출받으실 예정이신가요?
4563,A32956,최대한 많이 받고 싶습니다. 
4564,A32956,전세자금의 얼마까지 대출이 가능할까요?
4565,A32956,버팀목 대출 상품을 추천드립니다. 전세보증금의 70%까지 대출받으실 수 있습니다.
4566,A32956,대출 요건이 어떻게 되나요?
4567,A32956,임차전용 면적85㎡이하 주택 또는주거용 오피스텔 임차시 신청가능합니다.
4568,A32956,신혼부부이신가요?
4569,A32956,네 신혼부부에요.
4570,A32956,신혼부부의 경우 부부합산 총소득이 6천만원 이하이시면 임차보증금의 80% 이내에서 최고 2억원까지 지원해 드립니다.
4571,A32956,부부합산소득에 프리랜서로 번 것도 포함되나요?
4572,A32956,부부합산 총소득이란 차주 및 배우자(결혼예정자 포함)의 근로소득(상여금 및 수당포함) 및 사업소득을 말합니다.
4573,A32956,"혹시, 전세계약서에 필요한 조건이 있을까요?"
4574,A32956,"계약서를 작성시 전세대출이 꼭 필요한 경우 임대차계약서 특약조건을 넣으셔야 합니다. 즉, 전세자금 대출 실행이 불가 한 경우에는 해당 계약을 취소하고 계약금을 반환하기로함 이라는 단서조항을 반드시 기재하시는 것이 좋습니다."
4575,A32956,정확한 금리는 어떻게 알 수 있을까요?
4576,A32956,영업점에 오셔서 대출상담직원과 직접 상담해 보시는 것이 가장 정확합니다.
4577,A32957,인터넷 뱅킹으로도 대출금을 상환할수 있을까요?
4578,A32957,"네, 인터넷뱅킹에서 대출상환 하실 수 있습니다."
4579,A32957,어디로 들어가면 되나요?
4580,A32957,"인터넷 뱅킹에 접속하신후, 대출메뉴로 들어가시면 됩니다."
4581,A32957,대출 메뉴에서 바로 되나요?
4582,A32957,대출메뉴 아래 원금상환 메뉴를 클릭해 주시면 됩니다.
4583,A32957,네 알겠습니다.
4584,A32957,원금 상환은 입출금계좌에서 빠져나가도록 하나요?
4585,A32957,"네, 당행의 입출금계좌에서 상환금액이 빠져나갑니다."
4586,A32957,혹시 타행 계좌에서 원금상환시킬 수는 없나요?
4587,A32957,"그런 경우에는 우선 타행계좌에서 당행의 입출금계좌로 이체하신후, 원금상환 메뉴를 통해 상환하셔야 합니다."
4588,A32957,아 그렇군요
4589,A32957,중도상환수수료가 있나요?
4590,A32957,대출하신지 얼마나 되셨나요?
4591,A32957,3년 좀 넘었습니다.
4592,A32957,대출 약정기간은 얼마동안이세요?
4593,A32957,10년입니다.
4594,A32957,대출하신지 3년이 지나셨으면 중도상환수수료는 따로 부과되지 않습니다.
4595,A32957,아 다행이네요.
4596,A32957,"네, 원금 일부 상환도 가능하십니다."
4597,A32958,전세보증금도 대출 받을 수 있나요?
4598,A32958,"네, 전세자금 대출상품을 이용하시면 됩니다."
4599,A32958,이자가 어느정도 되나요?
4600,A32958,상품마다 조금씩 틀리고 고객님의 신용도에 따라서도 달라집니다.
4601,A32958,평균적인 금리를 알 수 있을까요?
4602,A32958,그러면 전세자금대출 상품 안내페이지를 보내드릴께요. 상품설명을 참고하시기 바랍니다.
4603,A32958,대충 2~3% 사이네요. 
4604,A32958,전세금 대출 기한은 얼마나 되나요?
4605,A32958,최장 10년까지 가능까지 가능합니다.
4606,A32958,전세금 대출하려면 집주인 동의가 필요한가요?
4607,A32958,"네, 집주인의 동의가 필수입니다."
4608,A32958,집주인 동의는 어떻게 받나요?
4609,A32958,"집주인에게 직접 말씀드리면, 은행에서 집주인에게 해당 부동산에 질권을 설정하기 위해 전화를 드립니다."
4610,A32958,아 그렇군요.
