	고객질문(요청)
37820	해외에 거주중인 자녀의 카드거래내역은 조회가 안되나요?
37822	위임장을 받아가면 기간은 얼마나 볼 수 있나요?
37824	그러면 특정 결제내역만 알 수는 없나요?
37828	카드결재계좌가 내 은행계좌로 되어 있어 총 결재금액은 조회되는데 사용내역을 알수 없네요. 이런 경우에도 거래내역 조회가 안되나요? 
37831	통장을 분실했는데 재발급 받으면 이전 거래내역은 기록이 안되나요?
37835	재발급하면 언제부터의 거래내역이 기록되나요?
37841	영업점에 방문할 때 준비해야 할 서류는요?
37843	통장재발급 신청하면 바로 받을 수 있나요?
37845	그러면 전자통장으로 바꿀 수도 있나요?
37851	회사 감사자료로 사용할 계좌거래내역일 필요한데 발급받을 수 있죠?
37853	어디서 기업통장 거래내역을 발급받을 수 있나요?
37858	1년 이전의 거래내역은 어떻게 발급받아야 하나요?
37860	계좌관리요?
37862	그럼 5년치 자료도 조회 및 발급 받을 수 있나요?
37864	은행 영업점 직인이 필요하면 어떻게 해야 하나요?
37866	대표자가 가야 하나요?
37868	위임장 양식은 어디서 받을 수 있나요?
37872	통장 없이 거래내역 조회가 가능한가요?
37874	통장을 분실했는데 재발급은 어떻게 하나요?
37877	인터넷뱅킹을 쓰면 종이로 된 통장이 필요 없는것 아닌가요?
37882	카드통장 만들면 이걸로 ATM에서 돈도 뽑을 수 있나요?
37885	3개 계좌를 모두 카드통장 발급받을 수 있나요?
37888	그럼 돈 인출할때 어느 계좌에서 뽑는지 어떻게 알아요?
37891	통장 잔액증명서를 제출하라는데 예금잔액증명서가 뭐예요?
37895	어떻게 발급받나요?
37897	인터넷으로 발급받을 수는 업나요?
37902	영문으로도 발급 받을 수 있나요?
37904	인터넷으로 영문 잔액증명서 발급이 가능하다구요?
37906	혹시 중국어로 발급은 안되나요?
37908	그럼 혹시 중국어로 필요하면 어떻하죠?
37911	법인통장의 예금잔액증명서는 어떻게 발급 받나요?
37913	발급신청 절차가 어떻게 되나요?
37915	아니요. 담당직원이 방문하면 안되나요?
37917	담당직원이 방문할 때 지참해야 하는 서류는요?
37919	잔액증명서에는 어떤 내용이 표시되나요?
37923	처리시간은 얼마나 걸리나요?
37926	그런데, 잔액증명서 기준일을 당일이 아닌 전일로 할 수도 있나요?
37932	잔고증명서가 뭐죠? 잔액증명서와 다른 것인가요?
37934	잔고증명서를 발급받으려면 어떻게 해야하나요?
37936	예금주가 직접 가야되나요? 
37938	대리인이 방문할 때 준비해야 할 서류는요?
37941	제가 가면 바로 처리되구요?
37943	인터넷으로는 발급받을 수 없나요?
37952	해외에 거주중인데 서류 발급이 가능한가요?
37955	잔액증명서 발급받을 수 있나요?
37957	인터넷으로도 발급 가능하다구요?
37959	영문으로 발급받을 수 있다구요?
37961	방문하여 받은 잔액증명서와 동일한 효는이 있나요?
37964	출력은 바로할 수 있나요?
37967	수수료가 발생되나요?
37969	발급 부수는 제한이 있나요?
37972	금융거래 확인서는 어떻게 발급받나요?
37978	어디서 발급받을 수 있나요?
37981	준비해야 할 서류가 있나요?
37983	발급받는데 시간이 오래 걸리나요?
37987	금융거래확인서를 발급받으면 신용에 불이익은 없나요?
37993	주식계좌의 거래내역을 발급받을 수 있나요?
38006	어디로 되어 있어요?
38030	지금 펀드잔고를 알 수 있을까요?
38033	법인설립용 잔고증명서 발급신청 방법은요?
38035	아무나 방문해도 되나요?
38037	대리인이 방문시 가져가야 할 준비물은요?
38040	당일 입금한 것도 잔고증명서에 반영되나요?
38042	수표도 바로 반영되나요?
38045	대출계좌의 내용도 포함되나요?
38050	잔고증명서를 발급 받으면 신용도에 영향을 주나요?
38053	다른 사람이 내 주식거래내역을 조회할 수 있나요?
38057	미성녀자일 경우 부모가 거래내역을 조회해 볼 수 있다구요?
38059	제 만나이가 19살이니 부모님이 조회를 시도하시면 보실 수 있나는 거네요?
38061	정말요? 성년이 법적으로 만19세라구요?
38063	그럼, 내 주식거래내역은 나만 볼 수 있나요?
38065	예외조항이요?
38067	그럼, 부모님이 거래내역 조회를 신청하셨나요?
38073	신용카드 사용내역을 조회중인데 잘 안되요?
38076	1년 이전의 사용내역은 인터넷으로 볼 수 없나요?
38079	어떻게 해야되나요?
38089	2년치 사용내역이 한꺼번에 나오나요?
38093	카드 사용내역을 문자서비스에 대해 답변해 주실 수 있나요?
38096	문자 받는 전화번호를 변경할 수 있나요?
38109	그럼 언제부터 바뀐 번호로 문자가 오나요?
38113	카드 사용내역을 조회하고 출력할 수 있나요?
38115	파일로 다운로드 가능한가요?
38117	홈페이지가 변경됬나요?
38121	혹시 작년것도 볼 수 있나요?
38124	12개월 이전 것은 어떻게 해야 받을 수 있나요?
38129	가까운 지점이 어딘가요? 
38131	영업시간은 어떻게 되나요?
38133	해외로 송금했던 거래내역을 발급받을 수 있나요?
38137	상세 내역도 조회할 수 있나요?
38140	당장 영업점에 못 가는데요. 다른방법이 없나요?
38142	팩스 발송은 어떻게 신청하면 되나요?
38154	거래내역서 발급하려는데 전자확인증이란 것도 있나요?
38160	인터넷뱅킹 OO뱅킹에 접속했는데 다음은요?
38163	거래내역이 안보이는데요?
38173	계좌이체가 잘 안되는데 이유를 알 수 있나요?
38176	화면에 뭐라고 표기되어 있나요?
38184	창구에서 수표를 입금해도 똑같나요?
38187	제가 입금한 수표가 타행수표라서 그런가요?
38190	오늘이 금요일인데 언제 현금화되죠?
38194	보험금 잔고를 인출할 수 있다는데 사실인가요?
38197	안녕하세요~ 물어보고 싶은게 있어서 전화드렸는데요 
38211	그럼 기간은 상관없이 다확인할수가 있나요?
38213	그럼 그 이상껀 확인할수 있는방법은 없는건가요?
38219	안녕하세요~ 통장거래내역 문의 하려고요 
38237	안녕하세요~ 제가 지금 빨리 입금을 해야하는데 갑자기 입금이 안되네요?
38259	안녕하세요 지금 은행에서 연락이 왔는데요 돈을 찾아가라고 하는데 잘 이해가 안되서요 
38263	아~ 그래요  그런 계좌가 생각이 안나는데 확인가능할까요? 아니면 제가 확인할수 있을가요?
38271	그럼 반드시 내방을 해야지만 가능한가요?
38273	그럼 제가 금액이 얼만지 모르는데요 그 이상이면 어떻게 해야하나요?
38275	홈페이지 이름이 어떻게 되나요?
38279	안녕하세요~제가 잔액증명서가 필요한데요 
38281	제가 법원에 제출할일이 생겨서요 근데 잔액증명서가 먼가요?
38283	그레요~ 근데 잔액증명서로 멀 확인하는건가요?
38285	그럼 이 서류는 어떻게 발급받나요?
38287	혹시 제가 시간이 안되서 못갈거 같은데 가족이 대신 가도나요?
38289	그럼 혹시 인터넷으로는 어떻게 신청할수 있을까요?
38291	그럼 제가 계좌가 여러 개가 있는데 하나씩밖에 신청이 안되는건가요?
38293	그럼 그안에 제가 가지고있는 입금금액만 나오는건가요?
38295	아~ 그럼 제가 대출이나 빛이 있는것도 확인가능하겠네요?
38303	안녕하세요 제가 잔액조회가 필요한데요 잘 안되서요 
38305	그건 알고 있는데요 혹시 타은행 정보도 가능할까요?
38307	그럼 혹시 거래내역도 가능한가요?
38313	혹시 방문하지않고 인터넷상으로도 확인 할수 있을까요?
38315	그래요~ 그럼 아이디와 비밀버호만 있음 가능한거죠?
38325	안녕하세요. 제가 가입되어 있는 펀드가 하나있는데요 지금금액이어느정도인지 궁금해서요
38339	신청방법은 어떻게 되나요?
38347	저의 계좌 잔고를 알고 싶은데요 가능한가요?
38358	세금공제없이 입금해주시나요?
38360	배당금은 1년에 몇번주시나요?
38362	제가 포스코주식을 몇주 구입했나요?
38364	현재 거래금액은 얼마인가요?
38367	안녕하세요 국민콜센터이죠?
38377	제가 자녀계좌로 입금한 내역 알수 있을까요?
38398	 혹시  석교초 야구부로 입금이 된게있나요?
38402	석교초로 30만원이 입금된 내역이 있는지 확인해주세요 
38410	제가 마음클럽에 회비납부를 하고있는데 이체 내역조회가능한가요?
38417	아 미납이체가 있나요?
38420	혹시 미납된 금액은 자동이체 안되나요?
38423	제가 자동이체를 언제까지 설정해 놓았나요?
38425	자동이체 2021년 12월까지 연장가능한가요?
38428	반갑습니다 고객님 OO은행입니다. 무엇을 도와드릴까요?
38429	제가 여민전 카드를 쓰는데요 OO은행에서 이체된 금액을 알수있을까요?
38436	아 그래요? 매번 제가 매번충전을 해야하나요?
38441	그럼 여민전카드 잔고는 얼마인가요?
38443	충전은 얼마인가요?
38447	핸드폰으로 계좌송금 내역 확인하고 싶은데요 잘 안되네요
38463	아그래요 어디에서 다운받나요?
38465	네 설치해볼께요 내 거래내역이 보이네요
38467	제가 가지고있는  계좌 거래내역을 팩스로 받아볼수 있나요?
38479	계좌이체 조회기간은 언제부터인가요?
38486	안녕하세요 계좌통합서비스가 있나요?
38491	어떻게 조회가능한가요?
38493	혹시 사용하지 않는 잔고는 해지후에 이체 가능한가요?
38495	계좌잔고 조회는 몇시까지인가요?
38497	잔고이전 해지시간은요?
38499	혹시 미성년자 계좌잔고 이체도 가능한가요?
38501	계좌잔고만 조회가능한가요?
38503	이용방법은요?
38507	카드사용내역을 알고 싶은데요 가능한가요?
38514	아 사용 금액은 모두 얼마인가요?
38516	혹시 제가 사용한 카드내역을 고객센터 말고 볼수 있는 방법이 있나요?
38518	핸드폰으로도 카드사용내역조회가 가능한가요?
38520	설치하는데 어려움은 없나요?
38522	설치후 바로 내역조회가능한가요?
38527	안녕하세요 제가 상속을 받았어요 금융거래 조회가능한가요?
38529	금액까지 조회가능한가요?
38531	어떻게 조회가능한가요?
38533	필요한 서류는 무엇인가요?
38535	서류준비후 방문하면 되나요?
38537	혹시 자세한 문의연락처 알수 있나요?
38539	조회결과는 통보해주시나요?
38541	처리기간은 얼마나 걸리나요?
38552	해외이용건이 몇건인가요?
38554	해외배송비포함인가요?
38557	이건 11월 결제요금인거죠?
38559	그럼 10월 결제내역중에 해외이용내역이 있을거예요 그것도 조회부탁드립니다.
38561	해외이용내역은 제계좌에서 별도로 출금 되나요?
38564	법인통장 거래내역 조회가능한가요?
38566	거래내역 조회기간은 어떻게 되나요?
38568	4년전 거래내역이 필요한데요 어떻게 해야하나요?
38570	거래인감을 분실했는데, 통장과 신분증으로 안되나요?
38572	거래인감 새로 만들면 기존 통장 못쓰는 거 아닌가요?
38574	대리인도 통장 재발급이 가능한가요?
38578	주거래지점도 어려운가요?
38583	적금거래내역확인은 어디서 하나요?
38585	팩스로 받아볼수 있나요?
38587	다른 방법은 없나요?
38589	전화로는 못받아보나요?
38593	대린인은 가능한가요?
38596	대리인이 가면 서류가 필요한가요?
38598	도장요? 제도장인가요?
38603	해약된 적금도 조회가능한가요?
38610	2년이 넘으면 조회는 안되나요?
38612	그럼 어떻게 해야하나요?
38616	팩스나 이메일로도 안 보내 주나요?
38619	가까운 영업점 전화번호좀 알려주세요 
38624	안녕하세요 모바일뱅킹 문의좀 할께요 
38627	혹시 모바일뱅킹에서 거래내역 조회가능한가요?
38629	체크카드 사용내역도 조회가능한가요?
38631	몇년전까지 조회가능한가요?
38633	10년까지 가능하군요, 별도로 통장정리를 안해도 되겠네요 ?
38636	통장없이도 거래가능한가요?
38639	어떻게 발급 받나요?
38641	인터넷뱅킹에서는 안되나요?
38645	제가 MMF 펀드에 1천만원 투자해놓았는데요 혹시 거래내역 알수 있을까요?
38648	추가 납입을 하지 않았는데 혹시 해지 되었나요?
38651	잔고를 알수 있을까요?
38655	MMF 펀드는 시중금리에 변동이 있나요?
38657	혹시 환매도 가능한가요?
38659	환매후 혹시 현금인출기에서 출금 가능한가요?
38661	이자율은 얼마인가요?
38663	아 그럼 제가 3년정도 되었으니 이자가 얼마인가요?
38666	거래내역 조회에 대해 문의할께요.
38668	지난 한달 동안 계좌에 관계없이 제가 거래한 내용을 조회할 수도 있나요?
38670	일자별로 입금, 출금을 볼 수 있나요?
38672	달력으로 보기가 뭐에요?
38675	인터넷뱅킹에 접속만 하면 되나요?
38677	거래내역을 매월 문자로 받을 수도 있나요?
38679	날짜별 입출금 내역도 문자알림 가능한가요?
38681	그럼 어떤 걸 제공하나요?
38686	은행 잔고를 한번에 다 볼 수 있을까요?
38694	타행계좌 모두 연결해야하나요?
38696	혹시, OO은행나 OO은행 같은 인터넷은행도 연결할 수 있나요?
38698	단위OO은행 같은 제2 금융권 계좌도요?
38703	타계좌 연결은 영업시간내에만 되나요?
38706	안녕하세요 저희 카드사용내역을 조회하고싶은데요?
38711	홈페이지에서도 조회가능한가요?
38714	파일은 콜센터로 접수해야하나요?
38716	카드사에서 발행하는 원본을 받으려면요?
38720	제가 우편물 받는데까지는 얼마나 걸릴까요?
38723	혹시 등기로 오나요?
38726	안녕하세요 제가휴면계좌가 있던데요 거래내역조회가능한가요?
38730	어디서 조회가능한가요?
38732	조회할때 아무것도 나타나지 않던데요 
38736	계좌 상세내역에 들어가시 비활동서 계좌와 휴면계좌가 다보이네요 
38738	잔고가 있던데요 제가 사용하는 주거래은행으로 이체 가능한가요?
38740	비활동성계좌의 계좌를 해지를 해야하나요?
38742	제가 보니 개인연금신탁도 제가 휴면계좌로 되었네요?
38744	몇배가 불었나요?
38746	그럼 3만원 넣은 신탁이 12만원인가요?
38751	선결제금액이 이번달 결제금액인가요?
38757	제 카드혜택에 통신요금 2만원할인내용이 있는데요 
38758	통신요금 할인이 되었나요?
38763	그럼 혹시 2만원 입금되면 어떻게 알 수 있나요?
38766	카드값을 선결제 하는 경우에 혜택은 혹시 없나요?
38768	선결제시 이중출금될수 있나요?
38770	간편결제를 했는데요 질문좀드릴께요
38774	사업자로 현금연수증 가능한가요?
38785	사업자번호는 매번 입력해야 하나요?
38787	발급된 현금영수증 내역을 어디서 확인 가능한가요?
38790	포인트 잔고를 알수있나요?
38794	포인트도 충전가능한가요?
38796	포인트도 현금처럼 이용가능한가요?
38798	충전을 할때 금액이 정해져 있나요?
38802	포인트 사용기간은요?
38804	포인트를 다른 사람에게 선물할 수도 있나요?
38806	포인트 출금도 되나요?
38808	포인트 사용시 혜택이 있나요?
38810	자녀 통장거래내역조회가능한가요?
38812	어떻게 조회가능한가요?
38816	저만 가입하면 거래내역조회가능한가요?
38818	아이도 가입하고 저도 가입한후 제출할 서류가 있나요?
38820	은행에 제출하나요?
38824	신청하면 바로 볼수있나요?
38828	아 알겠습니다. 그럼 아이와 같이 있을때 신청을 해야겠네요
38830	만기적급 계좌 거래내역은 어디서 보나요?
38831	만기된 적금내역조회말씀이신가요?
38833	만기된 적금계좌도 앱을 통해 조회가능한가요?
38835	해지된 입출식 계좌는 몇 년까지 조회가능한가요?
38837	인터넷뱅킹은 조회기간이 어떻게 되나요?
38839	이메일로도 받아볼수있나요?
38841	영업점 방문시 필요서류가 있나요?
38843	유선상 상담을 원할시 시간이있나요?
38845	연락처좀 알려주세요 
38849	저와 부모님과의 거래내역 조회가 필요한데요?
38857	오래된 계좌도 그렇게 검색할 수 있어요?
38859	휴면계좌나 해지계좌라면 어떻게 해야 해요?
38861	영업점 방문시 부모님과의 거래내역을 받아볼수 있나요?
38863	은행에서 발급 확인 도장을 찍어주시나요?
38868	사업자 계좌통합조회가 있다고 하던데요 가능한가요?
38871	그이름이 무엇인가요?
38873	은행사별로 사이트에 들어가지 않아도 되는것인가요?
38875	사업자 통장내역만 조회가능한가요?
38877	공인인증서 필요한가요?
38879	조회내역은 어떻게 되나요?
38881	혹시 출금 시간도 조회가능한가요?
38883	입출금내역 조회기간은 어떻게 되나요?
38887	사업자 계좌통합조회가 있다고 하던데요 가능한가요?
38890	그이름이 무엇인가요?
38892	은행사별로 사이트에 들어가지 않아도 되는것인가요?
38894	사업자 통장내역만 조회가능한가요?
38896	공인인증서 필요한가요?
38898	조회내역은 어떻게 되나요?
38900	혹시 출금 시간도 조회가능한가요?
38902	입출금내역 조회기간은 어떻게 되나요?
38906	신용카드 사용내역 알림에 대해문의좀할께요
38908	남편의 카드사용내역을 문자로 받아볼수 있나요?
38913	신청은 어떻게 하나요?
38915	혹시 콜센터에서도 신청가능한가요?
38917	문자알림 신청하면 바로 오나요?
38919	남편명의의 카드는 제가 문자 알림을 못 받나요?
38921	다른방법은 없을까요?
38926	기업통장 거래내역 조회 가능한가요?
38928	조회하는 방법은 한가지 인가요?
38930	어떤방법이 있나요?
38932	인증서 로그인 하여 조회하는 벙법은 어디서 확인하는건가요?
38938	로그인없이 필요한 사항이 혹시 있을까요?
38940	무슨 정보를 알면 될까요?
38942	세가지 정보외에 추가로 필요한 정보가 있을까요?
38944	이정보를 사이트에 입력하여 조회 하면되나요?
38946	기업 계좌조회 어떻게 하나요?
38948	로그인 했는데 나타나지 않네요?
38952	조회계좌 등록은 어떻게 하면 되나요?
38954	어떤 메뉴로 들어가면 될까요?
38957	메뉴는 대리등록 가능한가요?
38959	해당 메뉴는 어떤분이 사용할 수 있는건가요?
38966	기업공인인증서 암호 분실시 어떻게 하나요?
38969	5회 오류입력됬나고 뜨는데 어떻게 해야 하나요?
38971	인증서 비밀번호를 찾을 수 있는 방법이 있을까요?
38973	암호를 모를경우 그럼 어떻게 해야하나요?
38975	인증서 암호는 몇자리 수 이상으로 정해진게 있나요?
38977	어떤 형식으로 암호를 만들어야 하나요?
38981	인증서 재발급 경로는 어떻게 되나요?
38983	인증서 재발급시 필요한 정보들이 있을까요?
38986	퇴직연금 추가로 납부할수 있나요?
38988	어떤차이가 있나요?
38990	근로자의 적립금이 구분,관리가 되어있지 않나요?
38992	그러면 확정기여형은 추가 납부가 가능한 부분 이 있을까요?
38994	추가납부금애 대해서는 연말정신시 소득공제가 가능할까요?
38996	세액공제 가능한 부분이 한도가 정해저 있을까요?
38998	불입액의 몇퍼센트 정도 공제받을 수 있을까요?
39001	보통 소득별로 세액공제가 다르던데 %지가 달라질 수 도 있나요?
39003	보통 근로소득 5천만원 이하는 몇% 공제 받을 수 있나요?
39006	잔액증명서가 먼가요?
39008	발급이 가능한가요?
39010	방문하려고 하는데 어떻게 하나요?
39012	대리인도 되나요?
39018	잔액증명서는 영문으로도 발급 가능한가요?
39020	영문잔액증명서가 필요한데 영문명이 미등록 되었으면 어떻게 하나요?
39022	발급시 압류 등에 대한 내용이 표시되나요?
39024	한번에 몇 개의 계좌까지 선택하여 신청할 수 있나요?
39034	다른 통장의 잔액도 조회 가능할까요?
39039	거래내역도 조회 가능할까요?
39047	최근 이주 거래내역에 00은행으로 송금된 내역이 있나요?
39052	날짜 알려주세요.
39054	송금된 금액은 얼마인가요?
39056	송금된 시간은 몇시쯤인가요?
39058	5건 전부 다요?
39060	00은행으로 송금된 적이 최근 이주 말고 또 있을까요?
39062	날짜가 몇 일 인가요?
39064	얼마 송금됬나요?
39067	딸 아이 통장 거래내역 좀 하려고 하는데요
39073	필요한 서류가 뭔가요?
39075	인터넷으로는 안되나요?
39077	은행에 방문하면 거래내역을 어떻게 받아볼 수 있나요?
39079	몇 달치 거래내역이 필요한데 가능할까요?
39081	조회한 이력이 남나요?
39091	공인인증서 필요한가요?
39093	어플로 결제일 변경도 가능한가요?
39095	어플 사용료가 있나요?
39098	그럼 WIFI에서 쓰면 무료로 이용가능한가요?
39100	어플로 할 수 있는게 또 뭐가 있나요?
39102	포인트는 어디에 쓸 수 있나요?
39104	아하 포인트는 어떻게 쌓아요?
39107	계좌 조회 어떻게 하나요?
39113	아.. 아뇨. 등록을 해야하나요-?
39115	계좌 등록 어떻게 하나요?
39117	어디로 들어가는지 알려주실 수 있나요?
39121	등록하면 바로 확인 할 수 있나요?
39127	이번에 추석선물을 좀 사려고하는데 하나로마트에 예약 되나요?
39130	해산물 종류로 구매하고 싶은데 어떤 상품이 있나요?
39132	금액대가 어떻게 되나요?
39134	예약하면 배송을 해주시나요?
39136	배송은 언제 받을 수 있나요?
39138	신선제품 포장은 어떻게 보내주시나요?
39140	그럼 몇일까지 신선도 유지되나요?
39145	결제는 어떻게 하나요?
39150	네 얼마나 걸리나요?
39159	그냥 제가 하면 안될까요?
39162	뭐 미리 준비해야할 것은 없을까요?
39166	$로 환전하려는데요?
39169	오늘 방문하면 바로 환전 가능한가요?
39171	환율이 어떻게 되나요?
39173	환율우대 안되나요?
39186	신용카드 현금서비스 한도 늘리려구요
39196	2천만원으로 상향조정 할수있나요?
39200	언제부터 적용되나요?
39203	한도가 하향되기도 하나요?
39206	카드 한도초과라는데 어찌해야하나요?
39208	저번에 한도를 늘렸는데요?
39215	바로 한다고했는데 않되어있나요?
39225	그간 연체없이 사용했는데도 않되나요?
39228	인증서 파일로 첨부할수있나요
39229	컴퓨터앞에있는데 자세히 알려주실까요?
39241	일반과 고급중 어디를 눌러야되나요?
39247	그 다음은요?
39248	뱅킹 장기미사용하면 어떻게되나요?
39250	현금서비스도 않되나요?
39252	공과금 자동이체도 않되나요
39254	그럼 은행업무를 다시 볼려면 어떻게 해야하나요?
39260	인터넷뱅킹 방법도 알려주시겠어요?
39265	2단계도 알려주실까요?
39267	인터넷뱅킹 1회 이체한도가 있나요?
39273	OTP인줄 알았는데 보안카드네요, 보안카드도 알려줄 수 있나요?
39279	1회도 같은가요?
39281	매회 같은가요?
39283	그럼 1일 이체한도를 1억으로 할 수는 있나요?
39287	집과 회사에서 인터넷뱅킹 같이 할수있나요?
39289	어떻게 복사하나요?
39291	USB 말고 다른방법은 없나요?
39296	인증서를 가져올 기기에서는 어떻게 해야하나요?
39298	이메일로도 가능한가요?
39300	어떻게 해야하나요?
39302	가정, 직장 말고도 노트북에도 가능한가요?
39304	같은 방법을 하면 되나요?
39307	카드결재후 휴대폰에 바로 오나요?
39309	별도로 신청을 해야하나요?
39311	신청하는 방법을 알려주실래요?
39315	방문해도 가능한가요?
39317	혹시 이용요금이 있나요?
39319	카드를 각각 신청해야하나요?
39321	가족카드인 경우는 어떻게 해야하나요?
39325	생체정보로 금융거래 할수있나요?
39327	대단하네요. 방법좀 알려주실래요?
39329	꼭 앱을 다운로드 받아야 하나요?
39331	다운받은후 어떻게 하나요?
39336	본인명의가 아니면요?
39338	생체인증 서비스 등록은 여러개 등록도 가능한가요?
39340	생체인증이 모든 스마트 기기에 다 되나요?
39342	갤러시 노트는 어떤 인증방식이 되나요?
39344	아이폰8은요?
39345	자동기기에서 출입금시 한도는 있나요?
39347	1일 인출한도는 얼마인가요?
39349	통상 인출한도는 어떤기준으로 정하나요?
39351	제 계좌 이체한도가 얼마인가요?
39353	1회 한도는요?
39357	한도를 천만원으로 늘릴수 있나요?
39359	1년동안 거래가 없었는데 괜찮나요?
39361	얼마인가요?
39363	1회인가요?
39365	고객마다 신용등급이 있나요?
39367	등급은 어떻게 나누나요?
39369	등급별 점수기준이 정해져 있나요?
39371	등급은 어떤기준으로 정하나요?
39373	3개월 안에 이용빈도에 따라 보는 건가요?
39375	평가기간을 늘릴수는 없나요?
39377	저는 몇등급인지 알수있나요?
39385	잔액증명서 어떻게 발급하나요?
39387	발급이 가능한가요?
39389	방문하려고 하는데 어떻게 하나요?
39391	대리인도 되나요?
39395	발급후 용도에맞게 사용해야 하나요?
39397	잔액증명서는 영문으로도 발급 가능한가요?
39399	영문잔액증명서가 필요한데 영문명이 미등록 되었으면 어떻게 하나요?
39401	발급시 압류 등에 대한 내용이 표시되나요?
39403	한번에 몇 개의 계좌까지 선택하여 신청할 수 있나요?
39405	기업은행 고객등급 확인 어디서 하나요
39407	고객등급 기준이 있나요
39409	거래대금으로 기준을 삼나요
39411	VIP운용 기간은 어떻게 되나요?
39413	등급별 명칭이 따로 정해져 있을까요?
39415	등급 명칭이 어떻게 될까요?
39417	제일높은 등급은 몇점인가요
39419	홈페이지에 고객등급이 나와있나요
39422	홈페이지 어느카테고리에서 확인 할 수 있나요?
39425	통장거래내역 조회 방법 알려주실래요?
39427	방법이 많은가요
39429	어떤방법이 있나요?
39431	어디서 확인하나요
39437	혹시 거래내역 메일로 보내줄수는 없나요
39439	무슨 정보를 알면 될까요?
39441	세가지 정보외에 추가로 필요한 정보가 있을까요?
39443	이정보를 사이트에 입력하여 조회 하면되나요?
39445	통장 출금계좌 조회 가능한가요
39447	조회계좌가 표시가 않되어서요
39451	등록은 어떻게 하는데요
39453	인터넷을 잘 몰라서요
39456	메뉴는 아무나 등록 사용 가능한가요?
39458	해당 메뉴는 어떤분이 사용할 수 있는건가요?
39465	폰뱅킹으로 송금했던 계좌번호를 알 수 있을까요? 
39473	메뉴가 복잡한데 어디로 들어가야 하나요?
39475	 어떤걸 선택하면 될까요?
39479	개인고객일 경우에도 찾는 방법은 동일한가요?
39481	기업인테넷 뱅킹과 개인인테넷 뱅킹 사이트가 다른가요?
39483	사이트내에 각 카테고리로 들어가면 된다는거 맞나요?
39485	공인인증서는 은행마다 각각 발급해야 하나요?
39490	타 은행에서 발급받은 인증서를 사용할 수 있는 방법이 있나요?
39492	어떻게 등록하면 되나요?
39494	타은행 인증서가 저장되어 있지 않은경우는 어떻게 해야하나요?
39496	인증 경로는요?
39500	타기관 인증서 없이 발급은 불가능한가요?
39502	그럼 기존 인증서 사용하지 않으면 어떻게 해야하나요?
39506	잔고증명서를 발급받고 싶은데요?
39508	온라인으로 발급하는 방법을 알 수 있나요?
39510	서비스 이용시간이 정해져 있나요?
39512	언제부터 언제까지 되나요?
39514	잔고증명서 종류가 있나요?
39516	잔고증명을 전계좌로 뽑을 수 있나요?
39522	발급을 신청할떄 선택할 수 있나요?
39524	또 다른 주의사항이 있나요?
39526	제 명의의 계좌에 대한 잔고증명서 발급 가능한가요?
39528	온라인으로 발급하는 방법을 알려주실수 있을까요?
39530	온라인 발급은 아무시간이나 이용이 가능한가요?
39538	두가지가 뭐가 다른가요?
39546	제 계좌에 대한 증명서를 발급받을 수 있나요?
39548	잔고증명서는 어떻게 발급을 받을 수 있나요?
39550	신분증도 필요한가요?
39552	방문하지 않고 발급받는 방법도 있나요?
39554	우편수령신청은 어떻게 진행 할 수 있나요?
39556	온라인으로 신청하고 우편으로 받는 건가요?
39558	도착까지는 얼마나 걸리나요?
39560	OO은행에 제 계좌가 3개인데 증명서를 각 각 뽑을 수도 있나요?
39562	고객단위로 하면 전 계좌가 나오게 되나요?
39564	홈페이지 주소 안내해주실수 있나요?
39568	잔고증명서는 어떻게 발급을 받을 수 있나요?
39570	추가로 필요한 서류는 없나요?
39572	온라인으로 발급받는 방법은 없나요?
39574	우편수령신청은 어떻게 진행 할 수 있나요?
39576	우편수령으로 신청하면 도착까지는 얼마나 걸리나요?
39578	발급수수료는 얼마인가요?
39580	온라인 발급시에만 수수료가 붙나요?
39582	수수료는 어떻게 지불하나요?
39584	수수료징수 계좌에 잔고가 없으면 어떻게 되나요?
39586	제 명의의 계좌에 대한 잔고증명서 발급 가능한가요?
39598	뭐가 다른가요?
39606	거래내역을 확인할 수 있나요?
39614	그런데 대출받는데 거래내역은 왜 제출해야하나요?
39616	원천징수영수증과 급여명세서도 제출했는데도 필요한가요?
39618	지금 바로 보내주실 수 있나요?
39620	가까운 지점은 어디에 있나요?
39624	지점 방문해서 출력도 요청할 수 있나요?
39626	잔고증명서 발급 가능한가요?
39646	급여통장의 거래내역 확인해주실 수 있나요?
39662	가까운데 은행이 없고 바로 필요한데 다른 방법은 없나요?
39666	OO은행 이용중인데요, 거래내역조회 어떻게 해요?
39670	요즘은 홈페이지랑 어플 많이 사용하잖아요 그런데는 사용못하나요?
39672	홈페이지에서 조회하는 방법 알려주세요
39674	아! 인터넷뱅킹을 먼저 가입해야 되네요.. 지금 가입하고 조회하는 방법 알려주세요
39676	고객센터에서 신청해야겠네요 고객센터는 어떻게 이용해요?
39686	입출금거래내역통지 서비스라는게 있나요?
39688	서비스신청을 하면 어떤 혜택을 받을 수 있나요?
39690	이용신청은 누구나 할 수 있나요?
39694	정확히 어떤 내용을 알려주나요?
39696	자동이체 등록한 것도 알려주나요?
39700	수수료가 얼마인데요
39704	서비스 신청은 어디로 해요?
39706	자기도 모르는 휴면계좌 확인하고 혹시 잔고 있으면 사용중인 통장으로 옮길 수 있다던데 그런가요?
